,Old Norse Root,Icelandic Word,Norwegian Nynorsk Word,Old Norse URL,Icelandic URL,Norwegian Nynorsk URL
482,kál,kál,kål,https://en.wiktionary.org/wiki/k%C3%A1l#Old_Norse,https://en.wiktionary.org/wiki/k%C3%A1l,https://en.wiktionary.org/wiki/k%C3%A5l
483,kalfr,kálfur,kalv,https://en.wiktionary.org/wiki/kalfr#Old_Norse,https://en.wiktionary.org/wiki/k%C3%A1lfur,https://en.wiktionary.org/wiki/kalv
484,konungr,kóngur,konge,https://en.wiktionary.org/wiki/konungr#Old_Norse,https://en.wiktionary.org/wiki/k%C3%B3ngur,https://en.wiktionary.org/wiki/konge
485,kǫngull,köngull,kongle,https://en.wiktionary.org/wiki/k%C7%ABngull#Old_Norse,https://en.wiktionary.org/wiki/k%C3%B6ngull,https://en.wiktionary.org/wiki/kongle
486,kǫttr,köttur,katt,https://en.wiktionary.org/wiki/k%C7%ABttr#Old_Norse,https://en.wiktionary.org/wiki/k%C3%B6ttur,https://en.wiktionary.org/wiki/katt
487,kúga,kúga,kua,https://en.wiktionary.org/wiki/k%C3%BAga#Old_Norse,https://en.wiktionary.org/wiki/k%C3%BAga,https://en.wiktionary.org/wiki/kua
488,kýr,kýr,ku,https://en.wiktionary.org/wiki/k%C3%BDr#Old_Norse,https://en.wiktionary.org/wiki/k%C3%BDr,https://en.wiktionary.org/wiki/ku
489,lag,lag,lag,https://en.wiktionary.org/wiki/lag#Old_Norse,https://en.wiktionary.org/wiki/lag,https://en.wiktionary.org/wiki/lag
490,land,land,land,https://en.wiktionary.org/wiki/land#Old_Norse,https://en.wiktionary.org/wiki/land,https://en.wiktionary.org/wiki/land
491,langa,langa,lange,https://en.wiktionary.org/wiki/langa#Old_Norse,https://en.wiktionary.org/wiki/langa,https://en.wiktionary.org/wiki/lange
492,latr,latur,lat,https://en.wiktionary.org/wiki/latr#Old_Norse,https://en.wiktionary.org/wiki/latur,https://en.wiktionary.org/wiki/lat
493,lauf,lauf,lauv,https://en.wiktionary.org/wiki/lauf#Old_Norse,https://en.wiktionary.org/wiki/lauf,https://en.wiktionary.org/wiki/lauv
494,laug,laug,laug,https://en.wiktionary.org/wiki/laug#Old_Norse,https://en.wiktionary.org/wiki/laug,https://en.wiktionary.org/wiki/laug
495,laugardagr,laugardagur,laurdag,https://en.wiktionary.org/wiki/laugardagr#Old_Norse,https://en.wiktionary.org/wiki/laugardagur,https://en.wiktionary.org/wiki/laurdag
496,laukr,laukur,lauk,https://en.wiktionary.org/wiki/laukr#Old_Norse,https://en.wiktionary.org/wiki/laukur,https://en.wiktionary.org/wiki/lauk
497,lax,lax,laks,https://en.wiktionary.org/wiki/lax#Old_Norse,https://en.wiktionary.org/wiki/lax,https://en.wiktionary.org/wiki/laks
498,leggja,leggja,legga,https://en.wiktionary.org/wiki/leggja#Old_Norse,https://en.wiktionary.org/wiki/leggja,https://en.wiktionary.org/wiki/legga
499,leggja,leggja,legge,https://en.wiktionary.org/wiki/leggja#Old_Norse,https://en.wiktionary.org/wiki/leggja,https://en.wiktionary.org/wiki/legge
500,leggja,leggja,leggja,https://en.wiktionary.org/wiki/leggja#Old_Norse,https://en.wiktionary.org/wiki/leggja,https://en.wiktionary.org/wiki/leggja
501,leggja,leggja,leggje,https://en.wiktionary.org/wiki/leggja#Old_Norse,https://en.wiktionary.org/wiki/leggja,https://en.wiktionary.org/wiki/leggje
502,leggr,leggur,legg,https://en.wiktionary.org/wiki/leggr#Old_Norse,https://en.wiktionary.org/wiki/leggur,https://en.wiktionary.org/wiki/legg
503,leika,leika,leike,https://en.wiktionary.org/wiki/leika#Old_Norse,https://en.wiktionary.org/wiki/leika,https://en.wiktionary.org/wiki/leike
504,leikr,leikur,lek,https://en.wiktionary.org/wiki/leikr#Old_Norse,https://en.wiktionary.org/wiki/leikur,https://en.wiktionary.org/wiki/lek
505,leita,leita,leita,https://en.wiktionary.org/wiki/leita#Old_Norse,https://en.wiktionary.org/wiki/leita,https://en.wiktionary.org/wiki/leita
506,leið,leið,lei,https://en.wiktionary.org/wiki/lei%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/lei%C3%B0,https://en.wiktionary.org/wiki/lei
507,leiða,leiða,leie,https://en.wiktionary.org/wiki/lei%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/lei%C3%B0a,https://en.wiktionary.org/wiki/leie
508,leka,leka,leke,https://en.wiktionary.org/wiki/leka#Old_Norse,https://en.wiktionary.org/wiki/leka,https://en.wiktionary.org/wiki/leke
509,lengd,lengd,lengd,https://en.wiktionary.org/wiki/lengd#Old_Norse,https://en.wiktionary.org/wiki/lengd,https://en.wiktionary.org/wiki/lengd
510,lengi,lengi,lenge,https://en.wiktionary.org/wiki/lengi#Old_Norse,https://en.wiktionary.org/wiki/lengi,https://en.wiktionary.org/wiki/lenge
511,leysa,leysa,løysa,https://en.wiktionary.org/wiki/leysa#Old_Norse,https://en.wiktionary.org/wiki/leysa,https://en.wiktionary.org/wiki/l%C3%B8ysa
512,leðr,leður,lêr,https://en.wiktionary.org/wiki/le%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/le%C3%B0ur,https://en.wiktionary.org/wiki/l%C3%AAr
513,lifa,lifa,leva,https://en.wiktionary.org/wiki/lifa#Old_Norse,https://en.wiktionary.org/wiki/lifa,https://en.wiktionary.org/wiki/leva
514,lifr,lifur,lever,https://en.wiktionary.org/wiki/lifr#Old_Norse,https://en.wiktionary.org/wiki/lifur,https://en.wiktionary.org/wiki/lever
515,liggja,liggja,liggja,https://en.wiktionary.org/wiki/liggja#Old_Norse,https://en.wiktionary.org/wiki/liggja,https://en.wiktionary.org/wiki/liggja
516,limr,limur,lem,https://en.wiktionary.org/wiki/limr#Old_Norse,https://en.wiktionary.org/wiki/limur,https://en.wiktionary.org/wiki/lem
517,ljós,ljós,lys,https://en.wiktionary.org/wiki/lj%C3%B3s#Old_Norse,https://en.wiktionary.org/wiki/lj%C3%B3s,https://en.wiktionary.org/wiki/lys
518,ljótr,ljótur,ljot,https://en.wiktionary.org/wiki/lj%C3%B3tr#Old_Norse,https://en.wiktionary.org/wiki/lj%C3%B3tur,https://en.wiktionary.org/wiki/ljot
519,ljúfr,ljúfur,ljuv,https://en.wiktionary.org/wiki/lj%C3%BAfr#Old_Norse,https://en.wiktionary.org/wiki/lj%C3%BAfur,https://en.wiktionary.org/wiki/ljuv
520,ljúga,ljúga,ljuga,https://en.wiktionary.org/wiki/lj%C3%BAga#Old_Norse,https://en.wiktionary.org/wiki/lj%C3%BAga,https://en.wiktionary.org/wiki/ljuga
521,lopt,loft,loft,https://en.wiktionary.org/wiki/lopt#Old_Norse,https://en.wiktionary.org/wiki/loft,https://en.wiktionary.org/wiki/loft
522,logi,logi,loge,https://en.wiktionary.org/wiki/logi#Old_Norse,https://en.wiktionary.org/wiki/logi,https://en.wiktionary.org/wiki/loge
523,logn,logn,logn,https://en.wiktionary.org/wiki/logn#Old_Norse,https://en.wiktionary.org/wiki/logn,https://en.wiktionary.org/wiki/logn
524,logn,logn,lun,https://en.wiktionary.org/wiki/logn#Old_Norse,https://en.wiktionary.org/wiki/logn,https://en.wiktionary.org/wiki/lun
525,lundi,lundi,lunde,https://en.wiktionary.org/wiki/lundi#Old_Norse,https://en.wiktionary.org/wiki/lundi,https://en.wiktionary.org/wiki/lunde
526,lundr,lundur,lund,https://en.wiktionary.org/wiki/lundr#Old_Norse,https://en.wiktionary.org/wiki/lundur,https://en.wiktionary.org/wiki/lund
527,lypta,lyfta,lyfta,https://en.wiktionary.org/wiki/lypta#Old_Norse,https://en.wiktionary.org/wiki/lyfta,https://en.wiktionary.org/wiki/lyfta
528,lykja,lykja,lukke,https://en.wiktionary.org/wiki/lykja#Old_Norse,https://en.wiktionary.org/wiki/lykja,https://en.wiktionary.org/wiki/lukke
529,lyng,lyng,lyng,https://en.wiktionary.org/wiki/lyng#Old_Norse,https://en.wiktionary.org/wiki/lyng,https://en.wiktionary.org/wiki/lyng
530,láss,lás,lås,https://en.wiktionary.org/wiki/l%C3%A1ss#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A1s,https://en.wiktionary.org/wiki/l%C3%A5s
531,lækna,lækna,lækje,https://en.wiktionary.org/wiki/l%C3%A6kna#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A6kna,https://en.wiktionary.org/wiki/l%C3%A6kje
532,læknir,læknir,lækjar,https://en.wiktionary.org/wiki/l%C3%A6knir#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A6knir,https://en.wiktionary.org/wiki/l%C3%A6kjar
533,lær,læri,lår,https://en.wiktionary.org/wiki/l%C3%A6r#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A6ri,https://en.wiktionary.org/wiki/l%C3%A5r
534,læsa,læsa,låsa,https://en.wiktionary.org/wiki/l%C3%A6sa#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A6sa,https://en.wiktionary.org/wiki/l%C3%A5sa
535,létta,létta,letta,https://en.wiktionary.org/wiki/l%C3%A9tta#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A9tta,https://en.wiktionary.org/wiki/letta
536,léttr,léttur,lett,https://en.wiktionary.org/wiki/l%C3%A9ttr#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A9ttur,https://en.wiktionary.org/wiki/lett
537,líf,líf,liv,https://en.wiktionary.org/wiki/l%C3%ADf#Old_Norse,https://en.wiktionary.org/wiki/l%C3%ADf,https://en.wiktionary.org/wiki/liv
538,líka,líka,like,https://en.wiktionary.org/wiki/l%C3%ADka#Old_Norse,https://en.wiktionary.org/wiki/l%C3%ADka,https://en.wiktionary.org/wiki/like
539,líkami,líkami,lekam,https://en.wiktionary.org/wiki/l%C3%ADkami#Old_Norse,https://en.wiktionary.org/wiki/l%C3%ADkami,https://en.wiktionary.org/wiki/lekam
540,líkr,líkur,lik,https://en.wiktionary.org/wiki/l%C3%ADkr#Old_Norse,https://en.wiktionary.org/wiki/l%C3%ADkur,https://en.wiktionary.org/wiki/lik
541,lín,lín,lin,https://en.wiktionary.org/wiki/l%C3%ADn#Old_Norse,https://en.wiktionary.org/wiki/l%C3%ADn,https://en.wiktionary.org/wiki/lin
542,lítill,lítill,liten,https://en.wiktionary.org/wiki/l%C3%ADtill#Old_Norse,https://en.wiktionary.org/wiki/l%C3%ADtill,https://en.wiktionary.org/wiki/liten
543,líða,líða,lida,https://en.wiktionary.org/wiki/l%C3%AD%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/l%C3%AD%C3%B0a,https://en.wiktionary.org/wiki/lida
544,líða,líða,lide,https://en.wiktionary.org/wiki/l%C3%AD%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/l%C3%AD%C3%B0a,https://en.wiktionary.org/wiki/lide
545,lófi,lófi,lóve,https://en.wiktionary.org/wiki/l%C3%B3fi#Old_Norse,https://en.wiktionary.org/wiki/l%C3%B3fi,https://en.wiktionary.org/wiki/l%C3%B3ve
546,lǫg,lög,lov,https://en.wiktionary.org/wiki/l%C7%ABg#Old_Norse,https://en.wiktionary.org/wiki/l%C3%B6g,https://en.wiktionary.org/wiki/lov
547,lúta,lúta,luta,https://en.wiktionary.org/wiki/l%C3%BAta#Old_Norse,https://en.wiktionary.org/wiki/l%C3%BAta,https://en.wiktionary.org/wiki/luta
548,lúta,lúta,lute,https://en.wiktionary.org/wiki/l%C3%BAta#Old_Norse,https://en.wiktionary.org/wiki/l%C3%BAta,https://en.wiktionary.org/wiki/lute
549,lúðr,lúður,lur,https://en.wiktionary.org/wiki/l%C3%BA%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/l%C3%BA%C3%B0ur,https://en.wiktionary.org/wiki/lur
550,lýsa,lýsa,lysa,https://en.wiktionary.org/wiki/l%C3%BDsa#Old_Norse,https://en.wiktionary.org/wiki/l%C3%BDsa,https://en.wiktionary.org/wiki/lysa
551,magr,magur,mager,https://en.wiktionary.org/wiki/magr#Old_Norse,https://en.wiktionary.org/wiki/magur,https://en.wiktionary.org/wiki/mager
552,mala,mala,mala,https://en.wiktionary.org/wiki/mala#Old_Norse,https://en.wiktionary.org/wiki/mala,https://en.wiktionary.org/wiki/mala
553,marka,marka,marka,https://en.wiktionary.org/wiki/marka#Old_Norse,https://en.wiktionary.org/wiki/marka,https://en.wiktionary.org/wiki/marka
554,matr,matur,mat,https://en.wiktionary.org/wiki/matr#Old_Norse,https://en.wiktionary.org/wiki/matur,https://en.wiktionary.org/wiki/mat
555,maurr,maur,maur,https://en.wiktionary.org/wiki/maurr#Old_Norse,https://en.wiktionary.org/wiki/maur,https://en.wiktionary.org/wiki/maur
556,meina,meina,meina,https://en.wiktionary.org/wiki/meina#Old_Norse,https://en.wiktionary.org/wiki/meina,https://en.wiktionary.org/wiki/meina
557,meiri,meira,meir,https://en.wiktionary.org/wiki/meiri#Old_Norse,https://en.wiktionary.org/wiki/meira,https://en.wiktionary.org/wiki/meir
558,meistari,meistari,meister,https://en.wiktionary.org/wiki/meistari#Old_Norse,https://en.wiktionary.org/wiki/meistari,https://en.wiktionary.org/wiki/meister
559,merki,merki,merke,https://en.wiktionary.org/wiki/merki#Old_Norse,https://en.wiktionary.org/wiki/merki,https://en.wiktionary.org/wiki/merke
560,mestr,mestur,mest,https://en.wiktionary.org/wiki/mestr#Old_Norse,https://en.wiktionary.org/wiki/mestur,https://en.wiktionary.org/wiki/mest
561,mey,mey,møy,https://en.wiktionary.org/wiki/mey#Old_Norse,https://en.wiktionary.org/wiki/mey,https://en.wiktionary.org/wiki/m%C3%B8y
562,meðan,meðan,medan,https://en.wiktionary.org/wiki/me%C3%B0an#Old_Norse,https://en.wiktionary.org/wiki/me%C3%B0an,https://en.wiktionary.org/wiki/medan
563,mik,mig,meg,https://en.wiktionary.org/wiki/mik#Old_Norse,https://en.wiktionary.org/wiki/mig,https://en.wiktionary.org/wiki/meg
564,mikill,mikill,mykje,https://en.wiktionary.org/wiki/mikill#Old_Norse,https://en.wiktionary.org/wiki/mikill,https://en.wiktionary.org/wiki/mykje
565,mildr,mildur,mild,https://en.wiktionary.org/wiki/mildr#Old_Norse,https://en.wiktionary.org/wiki/mildur,https://en.wiktionary.org/wiki/mild
566,minni,minni,mindre,https://en.wiktionary.org/wiki/minni#Old_Norse,https://en.wiktionary.org/wiki/minni,https://en.wiktionary.org/wiki/mindre
567,minni,minni,minne,https://en.wiktionary.org/wiki/minni#Old_Norse,https://en.wiktionary.org/wiki/minni,https://en.wiktionary.org/wiki/minne
568,mistilteinn,mistilteinn,misteltein,https://en.wiktionary.org/wiki/mistilteinn#Old_Norse,https://en.wiktionary.org/wiki/mistilteinn,https://en.wiktionary.org/wiki/misteltein
569,miðr,miður,midje,https://en.wiktionary.org/wiki/mi%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/mi%C3%B0ur,https://en.wiktionary.org/wiki/midje
570,miðr,miður,midt,https://en.wiktionary.org/wiki/mi%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/mi%C3%B0ur,https://en.wiktionary.org/wiki/midt
571,mjǫl,mjöl,mjøl,https://en.wiktionary.org/wiki/mj%C7%ABl#Old_Norse,https://en.wiktionary.org/wiki/mj%C3%B6l,https://en.wiktionary.org/wiki/mj%C3%B8l
572,mjǫðm,mjöðm,mjødm,https://en.wiktionary.org/wiki/mj%C7%AB%C3%B0m#Old_Norse,https://en.wiktionary.org/wiki/mj%C3%B6%C3%B0m,https://en.wiktionary.org/wiki/mj%C3%B8dm
573,mjǫðr,mjöður,mjød,https://en.wiktionary.org/wiki/mj%C7%AB%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/mj%C3%B6%C3%B0ur,https://en.wiktionary.org/wiki/mj%C3%B8d
574,mjúkr,mjúkur,mjuk,https://en.wiktionary.org/wiki/mj%C3%BAkr#Old_Norse,https://en.wiktionary.org/wiki/mj%C3%BAkur,https://en.wiktionary.org/wiki/mjuk
575,mold,mold,mold,https://en.wiktionary.org/wiki/mold#Old_Norse,https://en.wiktionary.org/wiki/mold,https://en.wiktionary.org/wiki/mold
576,morð,morð,mord,https://en.wiktionary.org/wiki/mor%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/mor%C3%B0,https://en.wiktionary.org/wiki/mord
577,mosi,mosi,mose,https://en.wiktionary.org/wiki/mosi#Old_Norse,https://en.wiktionary.org/wiki/mosi,https://en.wiktionary.org/wiki/mose
578,muna,muna,monna,https://en.wiktionary.org/wiki/muna#Old_Norse,https://en.wiktionary.org/wiki/muna,https://en.wiktionary.org/wiki/monna
579,muna,muna,monne,https://en.wiktionary.org/wiki/muna#Old_Norse,https://en.wiktionary.org/wiki/muna,https://en.wiktionary.org/wiki/monne
580,munu,munu,muna,https://en.wiktionary.org/wiki/munu#Old_Norse,https://en.wiktionary.org/wiki/munu,https://en.wiktionary.org/wiki/muna
581,munu,munu,mune,https://en.wiktionary.org/wiki/munu#Old_Norse,https://en.wiktionary.org/wiki/munu,https://en.wiktionary.org/wiki/mune
582,mynt,mynt,mynt,https://en.wiktionary.org/wiki/mynt#Old_Norse,https://en.wiktionary.org/wiki/mynt,https://en.wiktionary.org/wiki/mynt
583,myrkr,myrkur,mørk,https://en.wiktionary.org/wiki/myrkr#Old_Norse,https://en.wiktionary.org/wiki/myrkur,https://en.wiktionary.org/wiki/m%C3%B8rk
584,myrkr,myrkur,mørker,https://en.wiktionary.org/wiki/myrkr#Old_Norse,https://en.wiktionary.org/wiki/myrkur,https://en.wiktionary.org/wiki/m%C3%B8rker
585,myrða,myrða,myrde,https://en.wiktionary.org/wiki/myr%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/myr%C3%B0a,https://en.wiktionary.org/wiki/myrde
586,mál,mál,mål,https://en.wiktionary.org/wiki/m%C3%A1l#Old_Norse,https://en.wiktionary.org/wiki/m%C3%A1l,https://en.wiktionary.org/wiki/m%C3%A5l
587,mála,mála,måle,https://en.wiktionary.org/wiki/m%C3%A1la#Old_Norse,https://en.wiktionary.org/wiki/m%C3%A1la,https://en.wiktionary.org/wiki/m%C3%A5le
588,haugr,Málmey,haug,https://en.wiktionary.org/wiki/haugr#Old_Norse,https://en.wiktionary.org/wiki/M%C3%A1lmey,https://en.wiktionary.org/wiki/haug
589,malmr,málmur,malm,https://en.wiktionary.org/wiki/malmr#Old_Norse,https://en.wiktionary.org/wiki/m%C3%A1lmur,https://en.wiktionary.org/wiki/malm
590,már,már,måke,https://en.wiktionary.org/wiki/m%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/m%C3%A1r,https://en.wiktionary.org/wiki/m%C3%A5ke
591,már,már,måse,https://en.wiktionary.org/wiki/m%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/m%C3%A1r,https://en.wiktionary.org/wiki/m%C3%A5se
592,már,mávur,måke,https://en.wiktionary.org/wiki/m%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/m%C3%A1vur,https://en.wiktionary.org/wiki/m%C3%A5ke
593,már,mávur,måse,https://en.wiktionary.org/wiki/m%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/m%C3%A1vur,https://en.wiktionary.org/wiki/m%C3%A5se
594,mæla,mæla,mæla,https://en.wiktionary.org/wiki/m%C3%A6la#Old_Norse,https://en.wiktionary.org/wiki/m%C3%A6la,https://en.wiktionary.org/wiki/m%C3%A6la
595,míga,míga,miga,https://en.wiktionary.org/wiki/m%C3%ADga#Old_Norse,https://en.wiktionary.org/wiki/m%C3%ADga,https://en.wiktionary.org/wiki/miga
596,míga,míga,mige,https://en.wiktionary.org/wiki/m%C3%ADga#Old_Norse,https://en.wiktionary.org/wiki/m%C3%ADga,https://en.wiktionary.org/wiki/mige
597,mót,mót,mot,https://en.wiktionary.org/wiki/m%C3%B3t#Old_Norse,https://en.wiktionary.org/wiki/m%C3%B3t,https://en.wiktionary.org/wiki/mot
598,mót,mót,møte,https://en.wiktionary.org/wiki/m%C3%B3t#Old_Norse,https://en.wiktionary.org/wiki/m%C3%B3t,https://en.wiktionary.org/wiki/m%C3%B8te
599,móðir,móðir,moder,https://en.wiktionary.org/wiki/m%C3%B3%C3%B0ir#Old_Norse,https://en.wiktionary.org/wiki/m%C3%B3%C3%B0ir,https://en.wiktionary.org/wiki/moder
600,móðir,móðir,mor,https://en.wiktionary.org/wiki/m%C3%B3%C3%B0ir#Old_Norse,https://en.wiktionary.org/wiki/m%C3%B3%C3%B0ir,https://en.wiktionary.org/wiki/mor
601,mǫl,möl,mol,https://en.wiktionary.org/wiki/m%C7%ABl#Old_Norse,https://en.wiktionary.org/wiki/m%C3%B6l,https://en.wiktionary.org/wiki/mol
602,mǫl,möl,mòl,https://en.wiktionary.org/wiki/m%C7%ABl#Old_Norse,https://en.wiktionary.org/wiki/m%C3%B6l,https://en.wiktionary.org/wiki/m%C3%B2l
603,mǫrr,mör,mòr,https://en.wiktionary.org/wiki/m%C7%ABrr#Old_Norse,https://en.wiktionary.org/wiki/m%C3%B6r,https://en.wiktionary.org/wiki/m%C3%B2r
604,mǫrðr,mörður,mår,https://en.wiktionary.org/wiki/m%C7%ABr%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/m%C3%B6r%C3%B0ur,https://en.wiktionary.org/wiki/m%C3%A5r
605,mý,mý,mygg,https://en.wiktionary.org/wiki/m%C3%BD#Old_Norse,https://en.wiktionary.org/wiki/m%C3%BD,https://en.wiktionary.org/wiki/mygg
606,mýrr,mýri,myr,https://en.wiktionary.org/wiki/m%C3%BDrr#Old_Norse,https://en.wiktionary.org/wiki/m%C3%BDri,https://en.wiktionary.org/wiki/myr
607,nagl,nagli,nagl,https://en.wiktionary.org/wiki/nagl#Old_Norse,https://en.wiktionary.org/wiki/nagli,https://en.wiktionary.org/wiki/nagl
608,nakinn,nakinn,naken,https://en.wiktionary.org/wiki/nakinn#Old_Norse,https://en.wiktionary.org/wiki/nakinn,https://en.wiktionary.org/wiki/naken
609,nauð,nauð,naud,https://en.wiktionary.org/wiki/nau%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/nau%C3%B0,https://en.wiktionary.org/wiki/naud
610,nauð,nauð,nød,https://en.wiktionary.org/wiki/nau%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/nau%C3%B0,https://en.wiktionary.org/wiki/n%C3%B8d
611,net,net,nett,https://en.wiktionary.org/wiki/net#Old_Norse,https://en.wiktionary.org/wiki/net,https://en.wiktionary.org/wiki/nett
612,niðr,niðji,ned,https://en.wiktionary.org/wiki/ni%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/ni%C3%B0ji,https://en.wiktionary.org/wiki/ned
613,niðr,niður,ned,https://en.wiktionary.org/wiki/ni%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/ni%C3%B0ur,https://en.wiktionary.org/wiki/ned
614,norrœnn,norrænn,norrøn,https://en.wiktionary.org/wiki/norr%C5%93nn#Old_Norse,https://en.wiktionary.org/wiki/norr%C3%A6nn,https://en.wiktionary.org/wiki/norr%C3%B8n
615,norðr,norður,nord,https://en.wiktionary.org/wiki/nor%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/nor%C3%B0ur,https://en.wiktionary.org/wiki/nord
616,nár,nár,nåe,https://en.wiktionary.org/wiki/n%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/n%C3%A1r,https://en.wiktionary.org/wiki/n%C3%A5e
617,náð,náð,nåde,https://en.wiktionary.org/wiki/n%C3%A1%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/n%C3%A1%C3%B0,https://en.wiktionary.org/wiki/n%C3%A5de
618,nær,nær,nær,https://en.wiktionary.org/wiki/n%C3%A6r#Old_Norse,https://en.wiktionary.org/wiki/n%C3%A6r,https://en.wiktionary.org/wiki/n%C3%A6r
619,nær,nær,nærare,https://en.wiktionary.org/wiki/n%C3%A6r#Old_Norse,https://en.wiktionary.org/wiki/n%C3%A6r,https://en.wiktionary.org/wiki/n%C3%A6rare
620,nær,nær,nærast,https://en.wiktionary.org/wiki/n%C3%A6r#Old_Norse,https://en.wiktionary.org/wiki/n%C3%A6r,https://en.wiktionary.org/wiki/n%C3%A6rast
621,nítján,nítján,nitten,https://en.wiktionary.org/wiki/n%C3%ADtj%C3%A1n#Old_Norse,https://en.wiktionary.org/wiki/n%C3%ADtj%C3%A1n,https://en.wiktionary.org/wiki/nitten
622,níu,níu,ni,https://en.wiktionary.org/wiki/n%C3%ADu#Old_Norse,https://en.wiktionary.org/wiki/n%C3%ADu,https://en.wiktionary.org/wiki/ni
623,níundi,níundi,niande,https://en.wiktionary.org/wiki/n%C3%ADundi#Old_Norse,https://en.wiktionary.org/wiki/n%C3%ADundi,https://en.wiktionary.org/wiki/niande
624,níð,níð,ni-,https://en.wiktionary.org/wiki/n%C3%AD%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/n%C3%AD%C3%B0,https://en.wiktionary.org/wiki/ni-
625,nót,nót,not,https://en.wiktionary.org/wiki/n%C3%B3t#Old_Norse,https://en.wiktionary.org/wiki/n%C3%B3t,https://en.wiktionary.org/wiki/not
626,nú,nú,nå,https://en.wiktionary.org/wiki/n%C3%BA#Old_Norse,https://en.wiktionary.org/wiki/n%C3%BA,https://en.wiktionary.org/wiki/n%C3%A5
627,gnúa,núa,gnu,https://en.wiktionary.org/wiki/gn%C3%BAa#Old_Norse,https://en.wiktionary.org/wiki/n%C3%BAa,https://en.wiktionary.org/wiki/gnu
628,nýra,nýra,nyre,https://en.wiktionary.org/wiki/n%C3%BDra#Old_Norse,https://en.wiktionary.org/wiki/n%C3%BDra,https://en.wiktionary.org/wiki/nyre
629,njóta,nýta,nyta,https://en.wiktionary.org/wiki/nj%C3%B3ta#Old_Norse,https://en.wiktionary.org/wiki/n%C3%BDta,https://en.wiktionary.org/wiki/nyta
630,ok,og,og,https://en.wiktionary.org/wiki/ok#Old_Norse,https://en.wiktionary.org/wiki/og,https://en.wiktionary.org/wiki/og
631,ok,og,ogso,https://en.wiktionary.org/wiki/ok#Old_Norse,https://en.wiktionary.org/wiki/og,https://en.wiktionary.org/wiki/ogso
632,ok,og,åk,https://en.wiktionary.org/wiki/ok#Old_Norse,https://en.wiktionary.org/wiki/og,https://en.wiktionary.org/wiki/%C3%A5k
633,ok,og,òg,https://en.wiktionary.org/wiki/ok#Old_Norse,https://en.wiktionary.org/wiki/og,https://en.wiktionary.org/wiki/%C3%B2g
634,ok,ok,og,https://en.wiktionary.org/wiki/ok#Old_Norse,https://en.wiktionary.org/wiki/ok,https://en.wiktionary.org/wiki/og
635,ok,ok,ogso,https://en.wiktionary.org/wiki/ok#Old_Norse,https://en.wiktionary.org/wiki/ok,https://en.wiktionary.org/wiki/ogso
636,ok,ok,åk,https://en.wiktionary.org/wiki/ok#Old_Norse,https://en.wiktionary.org/wiki/ok,https://en.wiktionary.org/wiki/%C3%A5k
637,ok,ok,òg,https://en.wiktionary.org/wiki/ok#Old_Norse,https://en.wiktionary.org/wiki/ok,https://en.wiktionary.org/wiki/%C3%B2g
638,opinn,opinn,open,https://en.wiktionary.org/wiki/opinn#Old_Norse,https://en.wiktionary.org/wiki/opinn,https://en.wiktionary.org/wiki/open
639,opna,opna,opna,https://en.wiktionary.org/wiki/opna#Old_Norse,https://en.wiktionary.org/wiki/opna,https://en.wiktionary.org/wiki/opna
640,opna,opna,opne,https://en.wiktionary.org/wiki/opna#Old_Norse,https://en.wiktionary.org/wiki/opna,https://en.wiktionary.org/wiki/opne
641,Orkneyjar,Orkneyjar,Orknøyane,https://en.wiktionary.org/wiki/Orkneyjar#Old_Norse,https://en.wiktionary.org/wiki/Orkneyjar,https://en.wiktionary.org/wiki/Orkn%C3%B8yane
