,Old Norse Root,Icelandic Word,Norwegian Nynorsk Word,Old Norse URL,Icelandic URL,Norwegian Nynorsk URL
158,eptir,eftir,etter,https://en.wiktionary.org/wiki/eptir#Old_Norse,https://en.wiktionary.org/wiki/eftir,https://en.wiktionary.org/wiki/etter
159,ek,eg,eg,https://en.wiktionary.org/wiki/ek#Old_Norse,https://en.wiktionary.org/wiki/eg,https://en.wiktionary.org/wiki/eg
160,eiga,eiga,eiga,https://en.wiktionary.org/wiki/eiga#Old_Norse,https://en.wiktionary.org/wiki/eiga,https://en.wiktionary.org/wiki/eiga
161,eiga,eiga,eige,https://en.wiktionary.org/wiki/eiga#Old_Norse,https://en.wiktionary.org/wiki/eiga,https://en.wiktionary.org/wiki/eige
162,eiginn,eiginn,eigen,https://en.wiktionary.org/wiki/eiginn#Old_Norse,https://en.wiktionary.org/wiki/eiginn,https://en.wiktionary.org/wiki/eigen
163,eign,eign,eign,https://en.wiktionary.org/wiki/eign#Old_Norse,https://en.wiktionary.org/wiki/eign,https://en.wiktionary.org/wiki/eign
164,eik,eik,eik,https://en.wiktionary.org/wiki/eik#Old_Norse,https://en.wiktionary.org/wiki/eik,https://en.wiktionary.org/wiki/eik
165,eimr,eimur,eim,https://en.wiktionary.org/wiki/eimr#Old_Norse,https://en.wiktionary.org/wiki/eimur,https://en.wiktionary.org/wiki/eim
166,einn,einn,ei,https://en.wiktionary.org/wiki/einn#Old_Norse,https://en.wiktionary.org/wiki/einn,https://en.wiktionary.org/wiki/ei
167,einn,einn,ein,https://en.wiktionary.org/wiki/einn#Old_Norse,https://en.wiktionary.org/wiki/einn,https://en.wiktionary.org/wiki/ein
168,einn,einn,einannan,https://en.wiktionary.org/wiki/einn#Old_Norse,https://en.wiktionary.org/wiki/einn,https://en.wiktionary.org/wiki/einannan
169,eiðr,eiður,eid,https://en.wiktionary.org/wiki/ei%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/ei%C3%B0ur,https://en.wiktionary.org/wiki/eid
170,ek,ek,eg,https://en.wiktionary.org/wiki/ek#Old_Norse,https://en.wiktionary.org/wiki/ek,https://en.wiktionary.org/wiki/eg
171,ekki,ekki,ikkje,https://en.wiktionary.org/wiki/ekki#Old_Norse,https://en.wiktionary.org/wiki/ekki,https://en.wiktionary.org/wiki/ikkje
172,eldr,eldur,eld,https://en.wiktionary.org/wiki/eldr#Old_Norse,https://en.wiktionary.org/wiki/eldur,https://en.wiktionary.org/wiki/eld
173,elfr,elfur,elv,https://en.wiktionary.org/wiki/elfr#Old_Norse,https://en.wiktionary.org/wiki/elfur,https://en.wiktionary.org/wiki/elv
174,elgr,elgur,elg,https://en.wiktionary.org/wiki/elgr#Old_Norse,https://en.wiktionary.org/wiki/elgur,https://en.wiktionary.org/wiki/elg
175,ella,ella,eller,https://en.wiktionary.org/wiki/ella#Old_Norse,https://en.wiktionary.org/wiki/ella,https://en.wiktionary.org/wiki/eller
176,ellifu,ellefu,elleve,https://en.wiktionary.org/wiki/ellifu#Old_Norse,https://en.wiktionary.org/wiki/ellefu,https://en.wiktionary.org/wiki/elleve
177,elli,elli,elde,https://en.wiktionary.org/wiki/elli#Old_Norse,https://en.wiktionary.org/wiki/elli,https://en.wiktionary.org/wiki/elde
178,elska,elska,elska,https://en.wiktionary.org/wiki/elska#Old_Norse,https://en.wiktionary.org/wiki/elska,https://en.wiktionary.org/wiki/elska
179,embætti,embætti,embete,https://en.wiktionary.org/wiki/emb%C3%A6tti#Old_Norse,https://en.wiktionary.org/wiki/emb%C3%A6tti,https://en.wiktionary.org/wiki/embete
180,endi,endi,ende,https://en.wiktionary.org/wiki/endi#Old_Norse,https://en.wiktionary.org/wiki/endi,https://en.wiktionary.org/wiki/ende
181,engill,engill,engel,https://en.wiktionary.org/wiki/engill#Old_Norse,https://en.wiktionary.org/wiki/engill,https://en.wiktionary.org/wiki/engel
182,erfa,erfa,erva,https://en.wiktionary.org/wiki/erfa#Old_Norse,https://en.wiktionary.org/wiki/erfa,https://en.wiktionary.org/wiki/erva
183,erfa,erfa,erve,https://en.wiktionary.org/wiki/erfa#Old_Norse,https://en.wiktionary.org/wiki/erfa,https://en.wiktionary.org/wiki/erve
184,ermr,ermi,erme,https://en.wiktionary.org/wiki/ermr#Old_Norse,https://en.wiktionary.org/wiki/ermi,https://en.wiktionary.org/wiki/erme
185,eta,eta,eta,https://en.wiktionary.org/wiki/eta#Old_Norse,https://en.wiktionary.org/wiki/eta,https://en.wiktionary.org/wiki/eta
186,ey,ey,øy,https://en.wiktionary.org/wiki/ey#Old_Norse,https://en.wiktionary.org/wiki/ey,https://en.wiktionary.org/wiki/%C3%B8y
187,ey,eyja,øy,https://en.wiktionary.org/wiki/ey#Old_Norse,https://en.wiktionary.org/wiki/eyja,https://en.wiktionary.org/wiki/%C3%B8y
188,eyra,eyra,øyra,https://en.wiktionary.org/wiki/eyra#Old_Norse,https://en.wiktionary.org/wiki/eyra,https://en.wiktionary.org/wiki/%C3%B8yra
189,eyra,eyra,øyre,https://en.wiktionary.org/wiki/eyra#Old_Norse,https://en.wiktionary.org/wiki/eyra,https://en.wiktionary.org/wiki/%C3%B8yre
190,eyða,eyða,øyda,https://en.wiktionary.org/wiki/ey%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/ey%C3%B0a,https://en.wiktionary.org/wiki/%C3%B8yda
191,eðla,eðla,øgle,https://en.wiktionary.org/wiki/e%C3%B0la#Old_Norse,https://en.wiktionary.org/wiki/e%C3%B0la,https://en.wiktionary.org/wiki/%C3%B8gle
192,falla,falla,falle,https://en.wiktionary.org/wiki/falla#Old_Norse,https://en.wiktionary.org/wiki/falla,https://en.wiktionary.org/wiki/falle
193,fara,fara,fara,https://en.wiktionary.org/wiki/fara#Old_Norse,https://en.wiktionary.org/wiki/fara,https://en.wiktionary.org/wiki/fara
194,fara,fara,fare,https://en.wiktionary.org/wiki/fara#Old_Norse,https://en.wiktionary.org/wiki/fara,https://en.wiktionary.org/wiki/fare
195,fastr,fastur,fast,https://en.wiktionary.org/wiki/fastr#Old_Norse,https://en.wiktionary.org/wiki/fastur,https://en.wiktionary.org/wiki/fast
196,fat,fat,fat,https://en.wiktionary.org/wiki/fat#Old_Norse,https://en.wiktionary.org/wiki/fat,https://en.wiktionary.org/wiki/fat
197,faðir,faðir,fader,https://en.wiktionary.org/wiki/fa%C3%B0ir#Old_Norse,https://en.wiktionary.org/wiki/fa%C3%B0ir,https://en.wiktionary.org/wiki/fader
198,faðir,faðir,far,https://en.wiktionary.org/wiki/fa%C3%B0ir#Old_Norse,https://en.wiktionary.org/wiki/fa%C3%B0ir,https://en.wiktionary.org/wiki/far
199,feitr,feitur,feit,https://en.wiktionary.org/wiki/feitr#Old_Norse,https://en.wiktionary.org/wiki/feitur,https://en.wiktionary.org/wiki/feit
200,fella,fella,fella,https://en.wiktionary.org/wiki/fella#Old_Norse,https://en.wiktionary.org/wiki/fella,https://en.wiktionary.org/wiki/fella
201,fella,fella,felle,https://en.wiktionary.org/wiki/fella#Old_Norse,https://en.wiktionary.org/wiki/fella,https://en.wiktionary.org/wiki/felle
202,ferskr,ferskur,fersk,https://en.wiktionary.org/wiki/ferskr#Old_Norse,https://en.wiktionary.org/wiki/ferskur,https://en.wiktionary.org/wiki/fersk
203,ferð,ferð,ferd,https://en.wiktionary.org/wiki/fer%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/fer%C3%B0,https://en.wiktionary.org/wiki/ferd
204,feðgar,feðgar,fegge,https://en.wiktionary.org/wiki/fe%C3%B0gar#Old_Norse,https://en.wiktionary.org/wiki/fe%C3%B0gar,https://en.wiktionary.org/wiki/fegge
205,fimm,fimm,fem,https://en.wiktionary.org/wiki/fimm#Old_Norse,https://en.wiktionary.org/wiki/fimm,https://en.wiktionary.org/wiki/fem
206,fimmtán,fimmtán,femten,https://en.wiktionary.org/wiki/fimmt%C3%A1n#Old_Norse,https://en.wiktionary.org/wiki/fimmt%C3%A1n,https://en.wiktionary.org/wiki/femten
207,fingr,fingur,finger,https://en.wiktionary.org/wiki/fingr#Old_Norse,https://en.wiktionary.org/wiki/fingur,https://en.wiktionary.org/wiki/finger
208,finna,finna,finna,https://en.wiktionary.org/wiki/finna#Old_Norse,https://en.wiktionary.org/wiki/finna,https://en.wiktionary.org/wiki/finna
209,Finnr,Finni,finne,https://en.wiktionary.org/wiki/Finnr#Old_Norse,https://en.wiktionary.org/wiki/Finni,https://en.wiktionary.org/wiki/finne
210,finnskr,finnskur,finsk,https://en.wiktionary.org/wiki/finnskr#Old_Norse,https://en.wiktionary.org/wiki/finnskur,https://en.wiktionary.org/wiki/finsk
211,Finnr,Finnur,finne,https://en.wiktionary.org/wiki/Finnr#Old_Norse,https://en.wiktionary.org/wiki/Finnur,https://en.wiktionary.org/wiki/finne
212,fiskr,fiskur,fisk,https://en.wiktionary.org/wiki/fiskr#Old_Norse,https://en.wiktionary.org/wiki/fiskur,https://en.wiktionary.org/wiki/fisk
213,fjall,fjall,fjellheim,https://en.wiktionary.org/wiki/fjall#Old_Norse,https://en.wiktionary.org/wiki/fjall,https://en.wiktionary.org/wiki/fjellheim
214,fjándi,fjandi,fiende,https://en.wiktionary.org/wiki/fj%C3%A1ndi#Old_Norse,https://en.wiktionary.org/wiki/fjandi,https://en.wiktionary.org/wiki/fiende
215,fjórir,fjórir,fire,https://en.wiktionary.org/wiki/fj%C3%B3rir#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%B3rir,https://en.wiktionary.org/wiki/fire
216,fjórtán,fjórtán,fjorten,https://en.wiktionary.org/wiki/fj%C3%B3rt%C3%A1n#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%B3rt%C3%A1n,https://en.wiktionary.org/wiki/fjorten
217,fjórði,fjórði,fjerde,https://en.wiktionary.org/wiki/fj%C3%B3r%C3%B0i#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%B3r%C3%B0i,https://en.wiktionary.org/wiki/fjerde
218,fjǫl,fjöl,fjøl,https://en.wiktionary.org/wiki/fj%C7%ABl#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%B6l,https://en.wiktionary.org/wiki/fj%C3%B8l
219,fjǫldi,fjöldi,fjølde,https://en.wiktionary.org/wiki/fj%C7%ABldi#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%B6ldi,https://en.wiktionary.org/wiki/fj%C3%B8lde
220,fjǫrðr,fjörður,fjord,https://en.wiktionary.org/wiki/fj%C7%ABr%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%B6r%C3%B0ur,https://en.wiktionary.org/wiki/fjord
221,fjúka,fjúka,fyka,https://en.wiktionary.org/wiki/fj%C3%BAka#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%BAka,https://en.wiktionary.org/wiki/fyka
222,flaga,flaga,flage,https://en.wiktionary.org/wiki/flaga#Old_Norse,https://en.wiktionary.org/wiki/flaga,https://en.wiktionary.org/wiki/flage
223,flaga,flaga,flak,https://en.wiktionary.org/wiki/flaga#Old_Norse,https://en.wiktionary.org/wiki/flaga,https://en.wiktionary.org/wiki/flak
224,flakka,flakka,flakka,https://en.wiktionary.org/wiki/flakka#Old_Norse,https://en.wiktionary.org/wiki/flakka,https://en.wiktionary.org/wiki/flakka
225,flaska,flaska,flaske,https://en.wiktionary.org/wiki/flaska#Old_Norse,https://en.wiktionary.org/wiki/flaska,https://en.wiktionary.org/wiki/flaske
226,flesk,flesk,flesk,https://en.wiktionary.org/wiki/flesk#Old_Norse,https://en.wiktionary.org/wiki/flesk,https://en.wiktionary.org/wiki/flesk
227,fley,fley,åfløy,https://en.wiktionary.org/wiki/fley#Old_Norse,https://en.wiktionary.org/wiki/fley,https://en.wiktionary.org/wiki/%C3%A5fl%C3%B8y
228,fljóta,fljóta,flyta,https://en.wiktionary.org/wiki/flj%C3%B3ta#Old_Norse,https://en.wiktionary.org/wiki/flj%C3%B3ta,https://en.wiktionary.org/wiki/flyta
229,fljúga,fljúga,fly,https://en.wiktionary.org/wiki/flj%C3%BAga#Old_Norse,https://en.wiktionary.org/wiki/flj%C3%BAga,https://en.wiktionary.org/wiki/fly
230,fljúga,fljúga,flyga,https://en.wiktionary.org/wiki/flj%C3%BAga#Old_Norse,https://en.wiktionary.org/wiki/flj%C3%BAga,https://en.wiktionary.org/wiki/flyga
231,fljúga,fljúga,flyge,https://en.wiktionary.org/wiki/flj%C3%BAga#Old_Norse,https://en.wiktionary.org/wiki/flj%C3%BAga,https://en.wiktionary.org/wiki/flyge
232,flog,flog,flog,https://en.wiktionary.org/wiki/flog#Old_Norse,https://en.wiktionary.org/wiki/flog,https://en.wiktionary.org/wiki/flog
233,flokkr,flokkur,flokk,https://en.wiktionary.org/wiki/flokkr#Old_Norse,https://en.wiktionary.org/wiki/flokkur,https://en.wiktionary.org/wiki/flokk
234,floti,floti,flote,https://en.wiktionary.org/wiki/floti#Old_Norse,https://en.wiktionary.org/wiki/floti,https://en.wiktionary.org/wiki/flote
235,floti,floti,flåte,https://en.wiktionary.org/wiki/floti#Old_Norse,https://en.wiktionary.org/wiki/floti,https://en.wiktionary.org/wiki/fl%C3%A5te
236,fluga,fluga,fluge,https://en.wiktionary.org/wiki/fluga#Old_Norse,https://en.wiktionary.org/wiki/fluga,https://en.wiktionary.org/wiki/fluge
237,flytja,flytja,flytte,https://en.wiktionary.org/wiki/flytja#Old_Norse,https://en.wiktionary.org/wiki/flytja,https://en.wiktionary.org/wiki/flytte
238,flá,flá,flå,https://en.wiktionary.org/wiki/fl%C3%A1#Old_Norse,https://en.wiktionary.org/wiki/fl%C3%A1,https://en.wiktionary.org/wiki/fl%C3%A5
239,fló,fló,flo,https://en.wiktionary.org/wiki/fl%C3%B3#Old_Norse,https://en.wiktionary.org/wiki/fl%C3%B3,https://en.wiktionary.org/wiki/flo
240,foli,foli,fole,https://en.wiktionary.org/wiki/foli#Old_Norse,https://en.wiktionary.org/wiki/foli,https://en.wiktionary.org/wiki/fole
241,fram,fram,fram,https://en.wiktionary.org/wiki/fram#Old_Norse,https://en.wiktionary.org/wiki/fram,https://en.wiktionary.org/wiki/fram
242,fremja,fremja,fremja,https://en.wiktionary.org/wiki/fremja#Old_Norse,https://en.wiktionary.org/wiki/fremja,https://en.wiktionary.org/wiki/fremja
243,friða,friða,frede,https://en.wiktionary.org/wiki/fri%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/fri%C3%B0a,https://en.wiktionary.org/wiki/frede
244,friðr,friður,fred,https://en.wiktionary.org/wiki/fri%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/fri%C3%B0ur,https://en.wiktionary.org/wiki/fred
245,frjádagr,frjádagur,fredag,https://en.wiktionary.org/wiki/frj%C3%A1dagr#Old_Norse,https://en.wiktionary.org/wiki/frj%C3%A1dagur,https://en.wiktionary.org/wiki/fredag
246,frjósa,frjósa,frysa,https://en.wiktionary.org/wiki/frj%C3%B3sa#Old_Norse,https://en.wiktionary.org/wiki/frj%C3%B3sa,https://en.wiktionary.org/wiki/frysa
247,froskr,froskur,frosk,https://en.wiktionary.org/wiki/froskr#Old_Norse,https://en.wiktionary.org/wiki/froskur,https://en.wiktionary.org/wiki/frosk
248,frost,frost,frost,https://en.wiktionary.org/wiki/frost#Old_Norse,https://en.wiktionary.org/wiki/frost,https://en.wiktionary.org/wiki/frost
249,frá,frá,frå,https://en.wiktionary.org/wiki/fr%C3%A1#Old_Norse,https://en.wiktionary.org/wiki/fr%C3%A1,https://en.wiktionary.org/wiki/fr%C3%A5
250,fríðr,fríður,frid,https://en.wiktionary.org/wiki/fr%C3%AD%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/fr%C3%AD%C3%B0ur,https://en.wiktionary.org/wiki/frid
251,frú,frú,frue,https://en.wiktionary.org/wiki/fr%C3%BA#Old_Norse,https://en.wiktionary.org/wiki/fr%C3%BA,https://en.wiktionary.org/wiki/frue
252,fogl,fugl,fugl,https://en.wiktionary.org/wiki/fogl#Old_Norse,https://en.wiktionary.org/wiki/fugl,https://en.wiktionary.org/wiki/fugl
253,fullr,fullur,full,https://en.wiktionary.org/wiki/fullr#Old_Norse,https://en.wiktionary.org/wiki/fullur,https://en.wiktionary.org/wiki/full
254,fundr,fundur,funn,https://en.wiktionary.org/wiki/fundr#Old_Norse,https://en.wiktionary.org/wiki/fundur,https://en.wiktionary.org/wiki/funn
255,fylgð,fylgd,følgd,https://en.wiktionary.org/wiki/fylg%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/fylgd,https://en.wiktionary.org/wiki/f%C3%B8lgd
256,fylgja,fylgja,fylgja,https://en.wiktionary.org/wiki/fylgja#Old_Norse,https://en.wiktionary.org/wiki/fylgja,https://en.wiktionary.org/wiki/fylgja
257,fylja,fylja,følje,https://en.wiktionary.org/wiki/fylja#Old_Norse,https://en.wiktionary.org/wiki/fylja,https://en.wiktionary.org/wiki/f%C3%B8lje
258,fylla,fylla,fylla,https://en.wiktionary.org/wiki/fylla#Old_Norse,https://en.wiktionary.org/wiki/fylla,https://en.wiktionary.org/wiki/fylla
259,fylla,fylla,fylle,https://en.wiktionary.org/wiki/fylla#Old_Norse,https://en.wiktionary.org/wiki/fylla,https://en.wiktionary.org/wiki/fylle
260,fylling,fylling,fylling,https://en.wiktionary.org/wiki/fylling#Old_Norse,https://en.wiktionary.org/wiki/fylling,https://en.wiktionary.org/wiki/fylling
261,fyrir,fyrir,fordi,https://en.wiktionary.org/wiki/fyrir#Old_Norse,https://en.wiktionary.org/wiki/fyrir,https://en.wiktionary.org/wiki/fordi
262,fyrstr,fyrstur,fyrste,https://en.wiktionary.org/wiki/fyrstr#Old_Norse,https://en.wiktionary.org/wiki/fyrstur,https://en.wiktionary.org/wiki/fyrste
263,fár,fár,få,https://en.wiktionary.org/wiki/f%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/f%C3%A1r,https://en.wiktionary.org/wiki/f%C3%A5
264,fœra,færa,føra,https://en.wiktionary.org/wiki/f%C5%93ra#Old_Norse,https://en.wiktionary.org/wiki/f%C3%A6ra,https://en.wiktionary.org/wiki/f%C3%B8ra
265,fœri,færi,føre,https://en.wiktionary.org/wiki/f%C5%93ri#Old_Norse,https://en.wiktionary.org/wiki/f%C3%A6ri,https://en.wiktionary.org/wiki/f%C3%B8re
266,fœða,fæða,fø,https://en.wiktionary.org/wiki/f%C5%93%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/f%C3%A6%C3%B0a,https://en.wiktionary.org/wiki/f%C3%B8
267,fœða,fæða,føde,https://en.wiktionary.org/wiki/f%C5%93%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/f%C3%A6%C3%B0a,https://en.wiktionary.org/wiki/f%C3%B8de
268,fé,fé,fe,https://en.wiktionary.org/wiki/f%C3%A9#Old_Norse,https://en.wiktionary.org/wiki/f%C3%A9,https://en.wiktionary.org/wiki/fe
269,fótr,fótur,fot,https://en.wiktionary.org/wiki/f%C3%B3tr#Old_Norse,https://en.wiktionary.org/wiki/f%C3%B3tur,https://en.wiktionary.org/wiki/fot
270,fóðr,fóður,fôr,https://en.wiktionary.org/wiki/f%C3%B3%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/f%C3%B3%C3%B0ur,https://en.wiktionary.org/wiki/f%C3%B4r
271,fúll,fúll,ful,https://en.wiktionary.org/wiki/f%C3%BAll#Old_Norse,https://en.wiktionary.org/wiki/f%C3%BAll,https://en.wiktionary.org/wiki/ful
272,fúss,fús,fus,https://en.wiktionary.org/wiki/f%C3%BAss#Old_Norse,https://en.wiktionary.org/wiki/f%C3%BAs,https://en.wiktionary.org/wiki/fus
273,galdr,galdur,galder,https://en.wiktionary.org/wiki/galdr#Old_Norse,https://en.wiktionary.org/wiki/galdur,https://en.wiktionary.org/wiki/galder
274,gamall,gamall,gamal,https://en.wiktionary.org/wiki/gamall#Old_Norse,https://en.wiktionary.org/wiki/gamall,https://en.wiktionary.org/wiki/gamal
275,gamall,gamall,gammal,https://en.wiktionary.org/wiki/gamall#Old_Norse,https://en.wiktionary.org/wiki/gamall,https://en.wiktionary.org/wiki/gammal
276,gangr,gangur,gang,https://en.wiktionary.org/wiki/gangr#Old_Norse,https://en.wiktionary.org/wiki/gangur,https://en.wiktionary.org/wiki/gang
277,garn,garn,garn,https://en.wiktionary.org/wiki/garn#Old_Norse,https://en.wiktionary.org/wiki/garn,https://en.wiktionary.org/wiki/garn
278,gata,gata,gate,https://en.wiktionary.org/wiki/gata#Old_Norse,https://en.wiktionary.org/wiki/gata,https://en.wiktionary.org/wiki/gate
279,gaukr,gaukur,gauk,https://en.wiktionary.org/wiki/gaukr#Old_Norse,https://en.wiktionary.org/wiki/gaukur,https://en.wiktionary.org/wiki/gauk
280,gaula,gaula,gaule,https://en.wiktionary.org/wiki/gaula#Old_Norse,https://en.wiktionary.org/wiki/gaula,https://en.wiktionary.org/wiki/gaule
281,gefa,gefa,gje,https://en.wiktionary.org/wiki/gefa#Old_Norse,https://en.wiktionary.org/wiki/gefa,https://en.wiktionary.org/wiki/gje
282,gegn,gegn,gjegn,https://en.wiktionary.org/wiki/gegn#Old_Norse,https://en.wiktionary.org/wiki/gegn,https://en.wiktionary.org/wiki/gjegn
283,geispa,geispa,gispe,https://en.wiktionary.org/wiki/geispa#Old_Norse,https://en.wiktionary.org/wiki/geispa,https://en.wiktionary.org/wiki/gispe
284,geit,geit,geit,https://en.wiktionary.org/wiki/geit#Old_Norse,https://en.wiktionary.org/wiki/geit,https://en.wiktionary.org/wiki/geit
285,gera,gera,gjera,https://en.wiktionary.org/wiki/gera#Old_Norse,https://en.wiktionary.org/wiki/gera,https://en.wiktionary.org/wiki/gjera
286,gestr,gestur,gjest,https://en.wiktionary.org/wiki/gestr#Old_Norse,https://en.wiktionary.org/wiki/gestur,https://en.wiktionary.org/wiki/gjest
287,geta,geta,gidde,https://en.wiktionary.org/wiki/geta#Old_Norse,https://en.wiktionary.org/wiki/geta,https://en.wiktionary.org/wiki/gidde
288,geyma,geyma,gøyma,https://en.wiktionary.org/wiki/geyma#Old_Norse,https://en.wiktionary.org/wiki/geyma,https://en.wiktionary.org/wiki/g%C3%B8yma
289,geyma,geyma,gøyme,https://en.wiktionary.org/wiki/geyma#Old_Norse,https://en.wiktionary.org/wiki/geyma,https://en.wiktionary.org/wiki/g%C3%B8yme
290,gil,gil,gjel,https://en.wiktionary.org/wiki/gil#Old_Norse,https://en.wiktionary.org/wiki/gil,https://en.wiktionary.org/wiki/gjel
291,gjald,gjald,gjeld,https://en.wiktionary.org/wiki/gjald#Old_Norse,https://en.wiktionary.org/wiki/gjald,https://en.wiktionary.org/wiki/gjeld
292,gjalda,gjalda,gjelda,https://en.wiktionary.org/wiki/gjalda#Old_Norse,https://en.wiktionary.org/wiki/gjalda,https://en.wiktionary.org/wiki/gjelda
293,gjósa,gjósa,gjosa,https://en.wiktionary.org/wiki/gj%C3%B3sa#Old_Norse,https://en.wiktionary.org/wiki/gj%C3%B3sa,https://en.wiktionary.org/wiki/gjosa
294,gjósa,gjósa,gjose,https://en.wiktionary.org/wiki/gj%C3%B3sa#Old_Norse,https://en.wiktionary.org/wiki/gj%C3%B3sa,https://en.wiktionary.org/wiki/gjose
295,gjóta,gjóta,gyta,https://en.wiktionary.org/wiki/gj%C3%B3ta#Old_Norse,https://en.wiktionary.org/wiki/gj%C3%B3ta,https://en.wiktionary.org/wiki/gyta
296,gjóta,gjóta,gyte,https://en.wiktionary.org/wiki/gj%C3%B3ta#Old_Norse,https://en.wiktionary.org/wiki/gj%C3%B3ta,https://en.wiktionary.org/wiki/gyte
297,gljá,gljá,glå,https://en.wiktionary.org/wiki/glj%C3%A1#Old_Norse,https://en.wiktionary.org/wiki/glj%C3%A1,https://en.wiktionary.org/wiki/gl%C3%A5
298,gluggi,gluggi,glugg,https://en.wiktionary.org/wiki/gluggi#Old_Norse,https://en.wiktionary.org/wiki/gluggi,https://en.wiktionary.org/wiki/glugg
299,gluggi,gluggi,glugge,https://en.wiktionary.org/wiki/gluggi#Old_Norse,https://en.wiktionary.org/wiki/gluggi,https://en.wiktionary.org/wiki/glugge
300,grautr,grautur,graut,https://en.wiktionary.org/wiki/grautr#Old_Norse,https://en.wiktionary.org/wiki/grautur,https://en.wiktionary.org/wiki/graut
301,grikkr,Grikki,grekar,https://en.wiktionary.org/wiki/grikkr#Old_Norse,https://en.wiktionary.org/wiki/Grikki,https://en.wiktionary.org/wiki/grekar
302,grjót,grjót,grjot,https://en.wiktionary.org/wiki/grj%C3%B3t#Old_Norse,https://en.wiktionary.org/wiki/grj%C3%B3t,https://en.wiktionary.org/wiki/grjot
303,grunnr,grunnur,grunn,https://en.wiktionary.org/wiki/grunnr#Old_Norse,https://en.wiktionary.org/wiki/grunnur,https://en.wiktionary.org/wiki/grunn
304,grár,grár,grå,https://en.wiktionary.org/wiki/gr%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/gr%C3%A1r,https://en.wiktionary.org/wiki/gr%C3%A5
305,grœnn,grænn,grøn,https://en.wiktionary.org/wiki/gr%C5%93nn#Old_Norse,https://en.wiktionary.org/wiki/gr%C3%A6nn,https://en.wiktionary.org/wiki/gr%C3%B8n
306,grípa,grípa,gripa,https://en.wiktionary.org/wiki/gr%C3%ADpa#Old_Norse,https://en.wiktionary.org/wiki/gr%C3%ADpa,https://en.wiktionary.org/wiki/gripa
307,grǫn,grön,gran,https://en.wiktionary.org/wiki/gr%C7%ABn#Old_Norse,https://en.wiktionary.org/wiki/gr%C3%B6n,https://en.wiktionary.org/wiki/gran
308,grýta,grýta,gryte,https://en.wiktionary.org/wiki/gr%C3%BDta#Old_Norse,https://en.wiktionary.org/wiki/gr%C3%BDta,https://en.wiktionary.org/wiki/gryte
309,gull,gull,gull,https://en.wiktionary.org/wiki/gull#Old_Norse,https://en.wiktionary.org/wiki/gull,https://en.wiktionary.org/wiki/gull
310,gulr,gulur,gul,https://en.wiktionary.org/wiki/gulr#Old_Norse,https://en.wiktionary.org/wiki/gulur,https://en.wiktionary.org/wiki/gul
311,gás,gæs,gås,https://en.wiktionary.org/wiki/g%C3%A1s#Old_Norse,https://en.wiktionary.org/wiki/g%C3%A6s,https://en.wiktionary.org/wiki/g%C3%A5s
312,gæta,gæta,gjeta,https://en.wiktionary.org/wiki/g%C3%A6ta#Old_Norse,https://en.wiktionary.org/wiki/g%C3%A6ta,https://en.wiktionary.org/wiki/gjeta
313,gæta,gæta,gjete,https://en.wiktionary.org/wiki/g%C3%A6ta#Old_Norse,https://en.wiktionary.org/wiki/g%C3%A6ta,https://en.wiktionary.org/wiki/gjete
314,gýgr,gýgur,gyger,https://en.wiktionary.org/wiki/g%C3%BDgr#Old_Norse,https://en.wiktionary.org/wiki/g%C3%BDgur,https://en.wiktionary.org/wiki/gyger
315,haf,haf,hav,https://en.wiktionary.org/wiki/haf#Old_Norse,https://en.wiktionary.org/wiki/haf,https://en.wiktionary.org/wiki/hav
316,hafa,hafa,ha,https://en.wiktionary.org/wiki/hafa#Old_Norse,https://en.wiktionary.org/wiki/hafa,https://en.wiktionary.org/wiki/ha
317,hafa,hafa,hava,https://en.wiktionary.org/wiki/hafa#Old_Norse,https://en.wiktionary.org/wiki/hafa,https://en.wiktionary.org/wiki/hava
318,hafa,hafa,have,https://en.wiktionary.org/wiki/hafa#Old_Norse,https://en.wiktionary.org/wiki/hafa,https://en.wiktionary.org/wiki/have
319,hafri,hafri,havre,https://en.wiktionary.org/wiki/hafri#Old_Norse,https://en.wiktionary.org/wiki/hafri,https://en.wiktionary.org/wiki/havre
320,hagi,hagi,hage,https://en.wiktionary.org/wiki/hagi#Old_Norse,https://en.wiktionary.org/wiki/hagi,https://en.wiktionary.org/wiki/hage
