,Old Norse Root,Icelandic Word,Norwegian Bokmål Word,Old Norse URL,Icelandic URL,Norwegian Bokmål URL
323,hrár,hrár,rå,https://en.wiktionary.org/wiki/hr%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/hr%C3%A1r,https://en.wiktionary.org/wiki/r%C3%A5
324,hrífa,hrífa,rive,https://en.wiktionary.org/wiki/hr%C3%ADfa#Old_Norse,https://en.wiktionary.org/wiki/hr%C3%ADfa,https://en.wiktionary.org/wiki/rive
325,hugsa,hugsa,huske,https://en.wiktionary.org/wiki/hugsa#Old_Norse,https://en.wiktionary.org/wiki/hugsa,https://en.wiktionary.org/wiki/huske
326,humarr,humar,hummer,https://en.wiktionary.org/wiki/humarr#Old_Norse,https://en.wiktionary.org/wiki/humar,https://en.wiktionary.org/wiki/hummer
327,hunang,hunang,honning,https://en.wiktionary.org/wiki/hunang#Old_Norse,https://en.wiktionary.org/wiki/hunang,https://en.wiktionary.org/wiki/honning
328,hundrað,hundrað,hundre,https://en.wiktionary.org/wiki/hundra%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/hundra%C3%B0,https://en.wiktionary.org/wiki/hundre
329,hundr,hundur,hund,https://en.wiktionary.org/wiki/hundr#Old_Norse,https://en.wiktionary.org/wiki/hundur,https://en.wiktionary.org/wiki/hund
330,hvalr,hvalur,hval,https://en.wiktionary.org/wiki/hvalr#Old_Norse,https://en.wiktionary.org/wiki/hvalur,https://en.wiktionary.org/wiki/hval
331,hvalr,hvalur,kval,https://en.wiktionary.org/wiki/hvalr#Old_Norse,https://en.wiktionary.org/wiki/hvalur,https://en.wiktionary.org/wiki/kval
332,hvar,hvar,hvor,https://en.wiktionary.org/wiki/hvar#Old_Norse,https://en.wiktionary.org/wiki/hvar,https://en.wiktionary.org/wiki/hvor
333,hvass,hvass,kvass,https://en.wiktionary.org/wiki/hvass#Old_Norse,https://en.wiktionary.org/wiki/hvass,https://en.wiktionary.org/wiki/kvass
334,hveiti,hveiti,hvete,https://en.wiktionary.org/wiki/hveiti#Old_Norse,https://en.wiktionary.org/wiki/hveiti,https://en.wiktionary.org/wiki/hvete
335,hverr,hver,hverdag,https://en.wiktionary.org/wiki/hverr#Old_Norse,https://en.wiktionary.org/wiki/hver,https://en.wiktionary.org/wiki/hverdag
336,hvirfill,hvirfill,virvel,https://en.wiktionary.org/wiki/hvirfill#Old_Norse,https://en.wiktionary.org/wiki/hvirfill,https://en.wiktionary.org/wiki/virvel
337,hvæsa,hvæsa,hvese,https://en.wiktionary.org/wiki/hv%C3%A6sa#Old_Norse,https://en.wiktionary.org/wiki/hv%C3%A6sa,https://en.wiktionary.org/wiki/hvese
338,hvíla,hvíla,hvile,https://en.wiktionary.org/wiki/hv%C3%ADla#Old_Norse,https://en.wiktionary.org/wiki/hv%C3%ADla,https://en.wiktionary.org/wiki/hvile
339,hvítr,hvítur,hvit,https://en.wiktionary.org/wiki/hv%C3%ADtr#Old_Norse,https://en.wiktionary.org/wiki/hv%C3%ADtur,https://en.wiktionary.org/wiki/hvit
340,hylja,hylja,hølje,https://en.wiktionary.org/wiki/hylja#Old_Norse,https://en.wiktionary.org/wiki/hylja,https://en.wiktionary.org/wiki/h%C3%B8lje
341,hyrna,hyrna,hjørne,https://en.wiktionary.org/wiki/hyrna#Old_Norse,https://en.wiktionary.org/wiki/hyrna,https://en.wiktionary.org/wiki/hj%C3%B8rne
342,halfr,hálfur,halv,https://en.wiktionary.org/wiki/halfr#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A1lfur,https://en.wiktionary.org/wiki/halv
343,hár,hár,hår,https://en.wiktionary.org/wiki/h%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A1r,https://en.wiktionary.org/wiki/h%C3%A5r
344,háss,hás,hes,https://en.wiktionary.org/wiki/h%C3%A1ss#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A1s,https://en.wiktionary.org/wiki/hes
345,hœna,hæna,høne,https://en.wiktionary.org/wiki/h%C5%93na#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A6na,https://en.wiktionary.org/wiki/h%C3%B8ne
346,hæð,hæð,høyde,https://en.wiktionary.org/wiki/h%C3%A6%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A6%C3%B0,https://en.wiktionary.org/wiki/h%C3%B8yde
347,hér,hér,her,https://en.wiktionary.org/wiki/h%C3%A9r#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A9r,https://en.wiktionary.org/wiki/her
348,hófr,hófur,hov,https://en.wiktionary.org/wiki/h%C3%B3fr#Old_Norse,https://en.wiktionary.org/wiki/h%C3%B3fur,https://en.wiktionary.org/wiki/hov
349,hól,hól,hull,https://en.wiktionary.org/wiki/h%C3%B3l#Old_Norse,https://en.wiktionary.org/wiki/h%C3%B3l,https://en.wiktionary.org/wiki/hull
350,hóra,hóra,hore,https://en.wiktionary.org/wiki/h%C3%B3ra#Old_Norse,https://en.wiktionary.org/wiki/h%C3%B3ra,https://en.wiktionary.org/wiki/hore
351,hǫfuð,höfuð,hode,https://en.wiktionary.org/wiki/h%C7%ABfu%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/h%C3%B6fu%C3%B0,https://en.wiktionary.org/wiki/hode
352,hǫfuð,höfuð,hoved-,https://en.wiktionary.org/wiki/h%C7%ABfu%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/h%C3%B6fu%C3%B0,https://en.wiktionary.org/wiki/hoved-
353,hǫll,höll,hall,https://en.wiktionary.org/wiki/h%C7%ABll#Old_Norse,https://en.wiktionary.org/wiki/h%C3%B6ll,https://en.wiktionary.org/wiki/hall
354,hǫnd,hönd,hand,https://en.wiktionary.org/wiki/h%C7%ABnd#Old_Norse,https://en.wiktionary.org/wiki/h%C3%B6nd,https://en.wiktionary.org/wiki/hand
355,hǫnd,hönd,hånd,https://en.wiktionary.org/wiki/h%C7%ABnd#Old_Norse,https://en.wiktionary.org/wiki/h%C3%B6nd,https://en.wiktionary.org/wiki/h%C3%A5nd
356,húfa,húfa,hue,https://en.wiktionary.org/wiki/h%C3%BAfa#Old_Norse,https://en.wiktionary.org/wiki/h%C3%BAfa,https://en.wiktionary.org/wiki/hue
357,hús,hús,hus,https://en.wiktionary.org/wiki/h%C3%BAs#Old_Norse,https://en.wiktionary.org/wiki/h%C3%BAs,https://en.wiktionary.org/wiki/hus
358,húð,húð,hud,https://en.wiktionary.org/wiki/h%C3%BA%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/h%C3%BA%C3%B0,https://en.wiktionary.org/wiki/hud
359,illr,illur,ille,https://en.wiktionary.org/wiki/illr#Old_Norse,https://en.wiktionary.org/wiki/illur,https://en.wiktionary.org/wiki/ille
360,jafn,jafn,jevn,https://en.wiktionary.org/wiki/jafn#Old_Norse,https://en.wiktionary.org/wiki/jafn,https://en.wiktionary.org/wiki/jevn
361,jarl,jarl,jarl,https://en.wiktionary.org/wiki/jarl#Old_Norse,https://en.wiktionary.org/wiki/jarl,https://en.wiktionary.org/wiki/jarl
362,urt,jurt,urt,https://en.wiktionary.org/wiki/urt#Old_Norse,https://en.wiktionary.org/wiki/jurt,https://en.wiktionary.org/wiki/urt
363,járn,járn,jern,https://en.wiktionary.org/wiki/j%C3%A1rn#Old_Norse,https://en.wiktionary.org/wiki/j%C3%A1rn,https://en.wiktionary.org/wiki/jern
364,játa,játa,jatte,https://en.wiktionary.org/wiki/j%C3%A1ta#Old_Norse,https://en.wiktionary.org/wiki/j%C3%A1ta,https://en.wiktionary.org/wiki/jatte
365,jól,jól,jul,https://en.wiktionary.org/wiki/j%C3%B3l#Old_Norse,https://en.wiktionary.org/wiki/j%C3%B3l,https://en.wiktionary.org/wiki/jul
366,jǫkull,jökull,jøkel,https://en.wiktionary.org/wiki/j%C7%ABkull#Old_Norse,https://en.wiktionary.org/wiki/j%C3%B6kull,https://en.wiktionary.org/wiki/j%C3%B8kel
367,jǫstr,jöstur,jester,https://en.wiktionary.org/wiki/j%C7%ABstr#Old_Norse,https://en.wiktionary.org/wiki/j%C3%B6stur,https://en.wiktionary.org/wiki/jester
368,oxi,jötunuxi,okse,https://en.wiktionary.org/wiki/oxi#Old_Norse,https://en.wiktionary.org/wiki/j%C3%B6tunuxi,https://en.wiktionary.org/wiki/okse
369,kaldr,kaldur,kald,https://en.wiktionary.org/wiki/kaldr#Old_Norse,https://en.wiktionary.org/wiki/kaldur,https://en.wiktionary.org/wiki/kald
370,kambr,kambur,kam,https://en.wiktionary.org/wiki/kambr#Old_Norse,https://en.wiktionary.org/wiki/kambur,https://en.wiktionary.org/wiki/kam
371,karl,karl,kar,https://en.wiktionary.org/wiki/karl#Old_Norse,https://en.wiktionary.org/wiki/karl,https://en.wiktionary.org/wiki/kar
372,kaup,kaup,kjøp,https://en.wiktionary.org/wiki/kaup#Old_Norse,https://en.wiktionary.org/wiki/kaup,https://en.wiktionary.org/wiki/kj%C3%B8p
373,kaupa,kaupa,kjøpe,https://en.wiktionary.org/wiki/kaupa#Old_Norse,https://en.wiktionary.org/wiki/kaupa,https://en.wiktionary.org/wiki/kj%C3%B8pe
374,kefli,kefli,kjevle,https://en.wiktionary.org/wiki/kefli#Old_Norse,https://en.wiktionary.org/wiki/kefli,https://en.wiktionary.org/wiki/kjevle
375,keisari,keisari,keiser,https://en.wiktionary.org/wiki/keisari#Old_Norse,https://en.wiktionary.org/wiki/keisari,https://en.wiktionary.org/wiki/keiser
376,kelda,kelda,kilde,https://en.wiktionary.org/wiki/kelda#Old_Norse,https://en.wiktionary.org/wiki/kelda,https://en.wiktionary.org/wiki/kilde
377,kelda,kelda,kjelde,https://en.wiktionary.org/wiki/kelda#Old_Norse,https://en.wiktionary.org/wiki/kelda,https://en.wiktionary.org/wiki/kjelde
378,kempa,kempa,kjempe,https://en.wiktionary.org/wiki/kempa#Old_Norse,https://en.wiktionary.org/wiki/kempa,https://en.wiktionary.org/wiki/kjempe
379,kenna,kenna,kjenne,https://en.wiktionary.org/wiki/kenna#Old_Norse,https://en.wiktionary.org/wiki/kenna,https://en.wiktionary.org/wiki/kjenne
380,kerra,kerra,kjerre,https://en.wiktionary.org/wiki/kerra#Old_Norse,https://en.wiktionary.org/wiki/kerra,https://en.wiktionary.org/wiki/kjerre
381,ketill,ketill,kjele,https://en.wiktionary.org/wiki/ketill#Old_Norse,https://en.wiktionary.org/wiki/ketill,https://en.wiktionary.org/wiki/kjele
382,keyra,keyra,kjøre,https://en.wiktionary.org/wiki/keyra#Old_Norse,https://en.wiktionary.org/wiki/keyra,https://en.wiktionary.org/wiki/kj%C3%B8re
383,kinn,kinn,kinn,https://en.wiktionary.org/wiki/kinn#Old_Norse,https://en.wiktionary.org/wiki/kinn,https://en.wiktionary.org/wiki/kinn
384,kippa,kippa,kjapp,https://en.wiktionary.org/wiki/kippa#Old_Norse,https://en.wiktionary.org/wiki/kippa,https://en.wiktionary.org/wiki/kjapp
385,kirkja,kirkja,kirke,https://en.wiktionary.org/wiki/kirkja#Old_Norse,https://en.wiktionary.org/wiki/kirkja,https://en.wiktionary.org/wiki/kirke
386,kista,kista,kiste,https://en.wiktionary.org/wiki/kista#Old_Norse,https://en.wiktionary.org/wiki/kista,https://en.wiktionary.org/wiki/kiste
387,kitla,kitla,kile,https://en.wiktionary.org/wiki/kitla#Old_Norse,https://en.wiktionary.org/wiki/kitla,https://en.wiktionary.org/wiki/kile
388,kið,kið,kje,https://en.wiktionary.org/wiki/ki%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/ki%C3%B0,https://en.wiktionary.org/wiki/kje
389,kiðlingr,kiðlingur,killing,https://en.wiktionary.org/wiki/ki%C3%B0lingr#Old_Norse,https://en.wiktionary.org/wiki/ki%C3%B0lingur,https://en.wiktionary.org/wiki/killing
390,kellari,kjallari,kjeller,https://en.wiktionary.org/wiki/kellari#Old_Norse,https://en.wiktionary.org/wiki/kjallari,https://en.wiktionary.org/wiki/kjeller
391,klekja,klekja,klekke,https://en.wiktionary.org/wiki/klekja#Old_Norse,https://en.wiktionary.org/wiki/klekja,https://en.wiktionary.org/wiki/klekke
392,klokka,klukka,klokke,https://en.wiktionary.org/wiki/klokka#Old_Norse,https://en.wiktionary.org/wiki/klukka,https://en.wiktionary.org/wiki/klokke
393,klæða,klæða,kle,https://en.wiktionary.org/wiki/kl%C3%A6%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/kl%C3%A6%C3%B0a,https://en.wiktionary.org/wiki/kle
394,kló,kló,klo,https://en.wiktionary.org/wiki/kl%C3%B3#Old_Norse,https://en.wiktionary.org/wiki/kl%C3%B3,https://en.wiktionary.org/wiki/klo
395,kló,kló,kløne,https://en.wiktionary.org/wiki/kl%C3%B3#Old_Norse,https://en.wiktionary.org/wiki/kl%C3%B3,https://en.wiktionary.org/wiki/kl%C3%B8ne
396,klókr,klókur,klok,https://en.wiktionary.org/wiki/kl%C3%B3kr#Old_Norse,https://en.wiktionary.org/wiki/kl%C3%B3kur,https://en.wiktionary.org/wiki/klok
397,kné,kné,kne,https://en.wiktionary.org/wiki/kn%C3%A9#Old_Norse,https://en.wiktionary.org/wiki/kn%C3%A9,https://en.wiktionary.org/wiki/kne
398,kona,kona,kone,https://en.wiktionary.org/wiki/kona#Old_Norse,https://en.wiktionary.org/wiki/kona,https://en.wiktionary.org/wiki/kone
399,konungr,konungur,konge,https://en.wiktionary.org/wiki/konungr#Old_Norse,https://en.wiktionary.org/wiki/konungur,https://en.wiktionary.org/wiki/konge
400,koss,koss,kyss,https://en.wiktionary.org/wiki/koss#Old_Norse,https://en.wiktionary.org/wiki/koss,https://en.wiktionary.org/wiki/kyss
401,kraptr,kraftur,kraft,https://en.wiktionary.org/wiki/kraptr#Old_Norse,https://en.wiktionary.org/wiki/kraftur,https://en.wiktionary.org/wiki/kraft
402,krefja,krefja,kreve,https://en.wiktionary.org/wiki/krefja#Old_Norse,https://en.wiktionary.org/wiki/krefja,https://en.wiktionary.org/wiki/kreve
403,kristinn,kristinn,kristen,https://en.wiktionary.org/wiki/kristinn#Old_Norse,https://en.wiktionary.org/wiki/kristinn,https://en.wiktionary.org/wiki/kristen
404,kroppr,kroppur,kropp,https://en.wiktionary.org/wiki/kroppr#Old_Norse,https://en.wiktionary.org/wiki/kroppur,https://en.wiktionary.org/wiki/kropp
405,krukka,krukka,krukke,https://en.wiktionary.org/wiki/krukka#Old_Norse,https://en.wiktionary.org/wiki/krukka,https://en.wiktionary.org/wiki/krukke
406,kráka,kráka,kråke,https://en.wiktionary.org/wiki/kr%C3%A1ka#Old_Norse,https://en.wiktionary.org/wiki/kr%C3%A1ka,https://en.wiktionary.org/wiki/kr%C3%A5ke
407,kveld,kveld,kveld,https://en.wiktionary.org/wiki/kveld#Old_Norse,https://en.wiktionary.org/wiki/kveld,https://en.wiktionary.org/wiki/kveld
408,kvelja,kvelja,kvele,https://en.wiktionary.org/wiki/kvelja#Old_Norse,https://en.wiktionary.org/wiki/kvelja,https://en.wiktionary.org/wiki/kvele
409,kvikr,kvikur,kjekk,https://en.wiktionary.org/wiki/kvikr#Old_Norse,https://en.wiktionary.org/wiki/kvikur,https://en.wiktionary.org/wiki/kjekk
410,kvikr,kvikur,kvik,https://en.wiktionary.org/wiki/kvikr#Old_Norse,https://en.wiktionary.org/wiki/kvikur,https://en.wiktionary.org/wiki/kvik
411,kvikr,kvikur,kvikk,https://en.wiktionary.org/wiki/kvikr#Old_Norse,https://en.wiktionary.org/wiki/kvikur,https://en.wiktionary.org/wiki/kvikk
412,kvistr,kvistur,kvist,https://en.wiktionary.org/wiki/kvistr#Old_Norse,https://en.wiktionary.org/wiki/kvistur,https://en.wiktionary.org/wiki/kvist
413,kví,kví,kve,https://en.wiktionary.org/wiki/kv%C3%AD#Old_Norse,https://en.wiktionary.org/wiki/kv%C3%AD,https://en.wiktionary.org/wiki/kve
414,kvíga,kvíga,kvige,https://en.wiktionary.org/wiki/kv%C3%ADga#Old_Norse,https://en.wiktionary.org/wiki/kv%C3%ADga,https://en.wiktionary.org/wiki/kvige
415,kvern,kvörn,kvern,https://en.wiktionary.org/wiki/kvern#Old_Norse,https://en.wiktionary.org/wiki/kv%C3%B6rn,https://en.wiktionary.org/wiki/kvern
416,kyssa,kyssa,kysse,https://en.wiktionary.org/wiki/kyssa#Old_Norse,https://en.wiktionary.org/wiki/kyssa,https://en.wiktionary.org/wiki/kysse
417,kál,kál,kål,https://en.wiktionary.org/wiki/k%C3%A1l#Old_Norse,https://en.wiktionary.org/wiki/k%C3%A1l,https://en.wiktionary.org/wiki/k%C3%A5l
418,kalfr,kálfur,kalv,https://en.wiktionary.org/wiki/kalfr#Old_Norse,https://en.wiktionary.org/wiki/k%C3%A1lfur,https://en.wiktionary.org/wiki/kalv
419,konungr,kóngur,konge,https://en.wiktionary.org/wiki/konungr#Old_Norse,https://en.wiktionary.org/wiki/k%C3%B3ngur,https://en.wiktionary.org/wiki/konge
420,kǫngull,köngull,kongle,https://en.wiktionary.org/wiki/k%C7%ABngull#Old_Norse,https://en.wiktionary.org/wiki/k%C3%B6ngull,https://en.wiktionary.org/wiki/kongle
421,kǫttr,köttur,katt,https://en.wiktionary.org/wiki/k%C7%ABttr#Old_Norse,https://en.wiktionary.org/wiki/k%C3%B6ttur,https://en.wiktionary.org/wiki/katt
422,kýr,kýr,ku,https://en.wiktionary.org/wiki/k%C3%BDr#Old_Norse,https://en.wiktionary.org/wiki/k%C3%BDr,https://en.wiktionary.org/wiki/ku
423,lag,lag,lag,https://en.wiktionary.org/wiki/lag#Old_Norse,https://en.wiktionary.org/wiki/lag,https://en.wiktionary.org/wiki/lag
424,land,land,land,https://en.wiktionary.org/wiki/land#Old_Norse,https://en.wiktionary.org/wiki/land,https://en.wiktionary.org/wiki/land
425,latr,latur,lat,https://en.wiktionary.org/wiki/latr#Old_Norse,https://en.wiktionary.org/wiki/latur,https://en.wiktionary.org/wiki/lat
426,lauf,lauf,lauv,https://en.wiktionary.org/wiki/lauf#Old_Norse,https://en.wiktionary.org/wiki/lauf,https://en.wiktionary.org/wiki/lauv
427,lauf,lauf,løv,https://en.wiktionary.org/wiki/lauf#Old_Norse,https://en.wiktionary.org/wiki/lauf,https://en.wiktionary.org/wiki/l%C3%B8v
428,laukr,laukur,løk,https://en.wiktionary.org/wiki/laukr#Old_Norse,https://en.wiktionary.org/wiki/laukur,https://en.wiktionary.org/wiki/l%C3%B8k
429,lax,lax,laks,https://en.wiktionary.org/wiki/lax#Old_Norse,https://en.wiktionary.org/wiki/lax,https://en.wiktionary.org/wiki/laks
430,leggja,leggja,legge,https://en.wiktionary.org/wiki/leggja#Old_Norse,https://en.wiktionary.org/wiki/leggja,https://en.wiktionary.org/wiki/legge
431,leggr,leggur,legg,https://en.wiktionary.org/wiki/leggr#Old_Norse,https://en.wiktionary.org/wiki/leggur,https://en.wiktionary.org/wiki/legg
432,-ligr,-legur,-lig,https://en.wiktionary.org/wiki/-ligr#Old_Norse,https://en.wiktionary.org/wiki/-legur,https://en.wiktionary.org/wiki/-lig
433,leika,leika,leike,https://en.wiktionary.org/wiki/leika#Old_Norse,https://en.wiktionary.org/wiki/leika,https://en.wiktionary.org/wiki/leike
434,leika,leika,leke,https://en.wiktionary.org/wiki/leika#Old_Norse,https://en.wiktionary.org/wiki/leika,https://en.wiktionary.org/wiki/leke
435,leikr,leikur,lek,https://en.wiktionary.org/wiki/leikr#Old_Norse,https://en.wiktionary.org/wiki/leikur,https://en.wiktionary.org/wiki/lek
436,leita,leita,lete,https://en.wiktionary.org/wiki/leita#Old_Norse,https://en.wiktionary.org/wiki/leita,https://en.wiktionary.org/wiki/lete
437,leiða,leiða,lede,https://en.wiktionary.org/wiki/lei%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/lei%C3%B0a,https://en.wiktionary.org/wiki/lede
438,leiðr,leiður,lei,https://en.wiktionary.org/wiki/lei%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/lei%C3%B0ur,https://en.wiktionary.org/wiki/lei
439,leka,leka,lekke,https://en.wiktionary.org/wiki/leka#Old_Norse,https://en.wiktionary.org/wiki/leka,https://en.wiktionary.org/wiki/lekke
440,lengi,lengi,lenge,https://en.wiktionary.org/wiki/lengi#Old_Norse,https://en.wiktionary.org/wiki/lengi,https://en.wiktionary.org/wiki/lenge
441,leysa,leysa,løse,https://en.wiktionary.org/wiki/leysa#Old_Norse,https://en.wiktionary.org/wiki/leysa,https://en.wiktionary.org/wiki/l%C3%B8se
442,leðr,leður,lær,https://en.wiktionary.org/wiki/le%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/le%C3%B0ur,https://en.wiktionary.org/wiki/l%C3%A6r
443,lifa,lifa,leve,https://en.wiktionary.org/wiki/lifa#Old_Norse,https://en.wiktionary.org/wiki/lifa,https://en.wiktionary.org/wiki/leve
444,lifr,lifur,lever,https://en.wiktionary.org/wiki/lifr#Old_Norse,https://en.wiktionary.org/wiki/lifur,https://en.wiktionary.org/wiki/lever
445,liggja,liggja,ligge,https://en.wiktionary.org/wiki/liggja#Old_Norse,https://en.wiktionary.org/wiki/liggja,https://en.wiktionary.org/wiki/ligge
446,ljúga,ljúga,lyge,https://en.wiktionary.org/wiki/lj%C3%BAga#Old_Norse,https://en.wiktionary.org/wiki/lj%C3%BAga,https://en.wiktionary.org/wiki/lyge
447,lopt,loft,loft,https://en.wiktionary.org/wiki/lopt#Old_Norse,https://en.wiktionary.org/wiki/loft,https://en.wiktionary.org/wiki/loft
448,logi,logi,loge,https://en.wiktionary.org/wiki/logi#Old_Norse,https://en.wiktionary.org/wiki/logi,https://en.wiktionary.org/wiki/loge
449,logn,logn,logn,https://en.wiktionary.org/wiki/logn#Old_Norse,https://en.wiktionary.org/wiki/logn,https://en.wiktionary.org/wiki/logn
450,logn,logn,lun,https://en.wiktionary.org/wiki/logn#Old_Norse,https://en.wiktionary.org/wiki/logn,https://en.wiktionary.org/wiki/lun
451,lundi,lundi,lunde,https://en.wiktionary.org/wiki/lundi#Old_Norse,https://en.wiktionary.org/wiki/lundi,https://en.wiktionary.org/wiki/lunde
452,lundr,lundur,lund,https://en.wiktionary.org/wiki/lundr#Old_Norse,https://en.wiktionary.org/wiki/lundur,https://en.wiktionary.org/wiki/lund
453,lypta,lyfta,løfte,https://en.wiktionary.org/wiki/lypta#Old_Norse,https://en.wiktionary.org/wiki/lyfta,https://en.wiktionary.org/wiki/l%C3%B8fte
454,lyng,lyng,lyng,https://en.wiktionary.org/wiki/lyng#Old_Norse,https://en.wiktionary.org/wiki/lyng,https://en.wiktionary.org/wiki/lyng
455,lágr,lágur,lav,https://en.wiktionary.org/wiki/l%C3%A1gr#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A1gur,https://en.wiktionary.org/wiki/lav
456,lán,lán,lån,https://en.wiktionary.org/wiki/l%C3%A1n#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A1n,https://en.wiktionary.org/wiki/l%C3%A5n
457,láss,lás,lås,https://en.wiktionary.org/wiki/l%C3%A1ss#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A1s,https://en.wiktionary.org/wiki/l%C3%A5s
458,lær,læri,lår,https://en.wiktionary.org/wiki/l%C3%A6r#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A6ri,https://en.wiktionary.org/wiki/l%C3%A5r
459,læsa,læsa,låse,https://en.wiktionary.org/wiki/l%C3%A6sa#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A6sa,https://en.wiktionary.org/wiki/l%C3%A5se
460,létta,létta,lette,https://en.wiktionary.org/wiki/l%C3%A9tta#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A9tta,https://en.wiktionary.org/wiki/lette
461,léttr,léttur,lett,https://en.wiktionary.org/wiki/l%C3%A9ttr#Old_Norse,https://en.wiktionary.org/wiki/l%C3%A9ttur,https://en.wiktionary.org/wiki/lett
462,líf,líf,liv,https://en.wiktionary.org/wiki/l%C3%ADf#Old_Norse,https://en.wiktionary.org/wiki/l%C3%ADf,https://en.wiktionary.org/wiki/liv
463,líka,líka,like,https://en.wiktionary.org/wiki/l%C3%ADka#Old_Norse,https://en.wiktionary.org/wiki/l%C3%ADka,https://en.wiktionary.org/wiki/like
464,líkr,líkur,lik,https://en.wiktionary.org/wiki/l%C3%ADkr#Old_Norse,https://en.wiktionary.org/wiki/l%C3%ADkur,https://en.wiktionary.org/wiki/lik
465,líma,líma,lime,https://en.wiktionary.org/wiki/l%C3%ADma#Old_Norse,https://en.wiktionary.org/wiki/l%C3%ADma,https://en.wiktionary.org/wiki/lime
466,lín,lín,lin,https://en.wiktionary.org/wiki/l%C3%ADn#Old_Norse,https://en.wiktionary.org/wiki/l%C3%ADn,https://en.wiktionary.org/wiki/lin
467,lítill,lítill,liten,https://en.wiktionary.org/wiki/l%C3%ADtill#Old_Norse,https://en.wiktionary.org/wiki/l%C3%ADtill,https://en.wiktionary.org/wiki/liten
468,líða,líða,lide,https://en.wiktionary.org/wiki/l%C3%AD%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/l%C3%AD%C3%B0a,https://en.wiktionary.org/wiki/lide
469,lǫg,lög,lov,https://en.wiktionary.org/wiki/l%C7%ABg#Old_Norse,https://en.wiktionary.org/wiki/l%C3%B6g,https://en.wiktionary.org/wiki/lov
470,lúðr,lúður,lur,https://en.wiktionary.org/wiki/l%C3%BA%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/l%C3%BA%C3%B0ur,https://en.wiktionary.org/wiki/lur
471,lýsa,lýsa,lyse,https://en.wiktionary.org/wiki/l%C3%BDsa#Old_Norse,https://en.wiktionary.org/wiki/l%C3%BDsa,https://en.wiktionary.org/wiki/lyse
472,magr,magur,mager,https://en.wiktionary.org/wiki/magr#Old_Norse,https://en.wiktionary.org/wiki/magur,https://en.wiktionary.org/wiki/mager
473,maki,maki,make,https://en.wiktionary.org/wiki/maki#Old_Norse,https://en.wiktionary.org/wiki/maki,https://en.wiktionary.org/wiki/make
474,matr,matur,mat,https://en.wiktionary.org/wiki/matr#Old_Norse,https://en.wiktionary.org/wiki/matur,https://en.wiktionary.org/wiki/mat
475,maurr,maur,maur,https://en.wiktionary.org/wiki/maurr#Old_Norse,https://en.wiktionary.org/wiki/maur,https://en.wiktionary.org/wiki/maur
476,meina,meina,mene,https://en.wiktionary.org/wiki/meina#Old_Norse,https://en.wiktionary.org/wiki/meina,https://en.wiktionary.org/wiki/mene
477,meiri,meira,mer,https://en.wiktionary.org/wiki/meiri#Old_Norse,https://en.wiktionary.org/wiki/meira,https://en.wiktionary.org/wiki/mer
478,meistari,meistari,mester,https://en.wiktionary.org/wiki/meistari#Old_Norse,https://en.wiktionary.org/wiki/meistari,https://en.wiktionary.org/wiki/mester
479,mergr,mergur,marg,https://en.wiktionary.org/wiki/mergr#Old_Norse,https://en.wiktionary.org/wiki/mergur,https://en.wiktionary.org/wiki/marg
480,merki,merki,merke,https://en.wiktionary.org/wiki/merki#Old_Norse,https://en.wiktionary.org/wiki/merki,https://en.wiktionary.org/wiki/merke
481,mestr,mestur,mest,https://en.wiktionary.org/wiki/mestr#Old_Norse,https://en.wiktionary.org/wiki/mestur,https://en.wiktionary.org/wiki/mest
482,mik,mig,meg,https://en.wiktionary.org/wiki/mik#Old_Norse,https://en.wiktionary.org/wiki/mig,https://en.wiktionary.org/wiki/meg
483,mildr,mildur,mild,https://en.wiktionary.org/wiki/mildr#Old_Norse,https://en.wiktionary.org/wiki/mildur,https://en.wiktionary.org/wiki/mild
484,minni,minni,mindre,https://en.wiktionary.org/wiki/minni#Old_Norse,https://en.wiktionary.org/wiki/minni,https://en.wiktionary.org/wiki/mindre
