,Old Norse Root,Icelandic Word,Norwegian Bokmål Word,Old Norse URL,Icelandic URL,Norwegian Bokmål URL
161,falla,falla,falle,https://en.wiktionary.org/wiki/falla#Old_Norse,https://en.wiktionary.org/wiki/falla,https://en.wiktionary.org/wiki/falle
162,fara,fara,fare,https://en.wiktionary.org/wiki/fara#Old_Norse,https://en.wiktionary.org/wiki/fara,https://en.wiktionary.org/wiki/fare
163,fat,fat,fat,https://en.wiktionary.org/wiki/fat#Old_Norse,https://en.wiktionary.org/wiki/fat,https://en.wiktionary.org/wiki/fat
164,faðir,faðir,fader,https://en.wiktionary.org/wiki/fa%C3%B0ir#Old_Norse,https://en.wiktionary.org/wiki/fa%C3%B0ir,https://en.wiktionary.org/wiki/fader
165,faðir,faðir,far,https://en.wiktionary.org/wiki/fa%C3%B0ir#Old_Norse,https://en.wiktionary.org/wiki/fa%C3%B0ir,https://en.wiktionary.org/wiki/far
166,faðmr,faðmur,favn,https://en.wiktionary.org/wiki/fa%C3%B0mr#Old_Norse,https://en.wiktionary.org/wiki/fa%C3%B0mur,https://en.wiktionary.org/wiki/favn
167,feitr,feitur,feit,https://en.wiktionary.org/wiki/feitr#Old_Norse,https://en.wiktionary.org/wiki/feitur,https://en.wiktionary.org/wiki/feit
168,feitr,feitur,fet,https://en.wiktionary.org/wiki/feitr#Old_Norse,https://en.wiktionary.org/wiki/feitur,https://en.wiktionary.org/wiki/fet
169,fella,fella,felle,https://en.wiktionary.org/wiki/fella#Old_Norse,https://en.wiktionary.org/wiki/fella,https://en.wiktionary.org/wiki/felle
170,ferskr,ferskur,fersk,https://en.wiktionary.org/wiki/ferskr#Old_Norse,https://en.wiktionary.org/wiki/ferskur,https://en.wiktionary.org/wiki/fersk
171,ferð,ferð,ferd,https://en.wiktionary.org/wiki/fer%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/fer%C3%B0,https://en.wiktionary.org/wiki/ferd
172,fimm,fimm,fem,https://en.wiktionary.org/wiki/fimm#Old_Norse,https://en.wiktionary.org/wiki/fimm,https://en.wiktionary.org/wiki/fem
173,fimmtán,fimmtán,femten,https://en.wiktionary.org/wiki/fimmt%C3%A1n#Old_Norse,https://en.wiktionary.org/wiki/fimmt%C3%A1n,https://en.wiktionary.org/wiki/femten
174,fingr,fingur,finger,https://en.wiktionary.org/wiki/fingr#Old_Norse,https://en.wiktionary.org/wiki/fingur,https://en.wiktionary.org/wiki/finger
175,Finnr,Finni,finne,https://en.wiktionary.org/wiki/Finnr#Old_Norse,https://en.wiktionary.org/wiki/Finni,https://en.wiktionary.org/wiki/finne
176,finnskr,finnskur,finsk,https://en.wiktionary.org/wiki/finnskr#Old_Norse,https://en.wiktionary.org/wiki/finnskur,https://en.wiktionary.org/wiki/finsk
177,Finnr,Finnur,finne,https://en.wiktionary.org/wiki/Finnr#Old_Norse,https://en.wiktionary.org/wiki/Finnur,https://en.wiktionary.org/wiki/finne
178,fjall,fjall,fjell,https://en.wiktionary.org/wiki/fjall#Old_Norse,https://en.wiktionary.org/wiki/fjall,https://en.wiktionary.org/wiki/fjell
179,fjall,fjall,fjellheim,https://en.wiktionary.org/wiki/fjall#Old_Norse,https://en.wiktionary.org/wiki/fjall,https://en.wiktionary.org/wiki/fjellheim
180,fjándi,fjandi,fiende,https://en.wiktionary.org/wiki/fj%C3%A1ndi#Old_Norse,https://en.wiktionary.org/wiki/fjandi,https://en.wiktionary.org/wiki/fiende
181,fjórir,fjórir,fire,https://en.wiktionary.org/wiki/fj%C3%B3rir#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%B3rir,https://en.wiktionary.org/wiki/fire
182,fjórtán,fjórtán,fjorten,https://en.wiktionary.org/wiki/fj%C3%B3rt%C3%A1n#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%B3rt%C3%A1n,https://en.wiktionary.org/wiki/fjorten
183,fjórði,fjórði,fjerde,https://en.wiktionary.org/wiki/fj%C3%B3r%C3%B0i#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%B3r%C3%B0i,https://en.wiktionary.org/wiki/fjerde
184,fjǫl,fjöl,fjøl,https://en.wiktionary.org/wiki/fj%C7%ABl#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%B6l,https://en.wiktionary.org/wiki/fj%C3%B8l
185,fjǫrðr,fjörður,fjord,https://en.wiktionary.org/wiki/fj%C7%ABr%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%B6r%C3%B0ur,https://en.wiktionary.org/wiki/fjord
186,fjǫðr,fjöður,fjør,https://en.wiktionary.org/wiki/fj%C7%AB%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/fj%C3%B6%C3%B0ur,https://en.wiktionary.org/wiki/fj%C3%B8r
187,flaga,flaga,flak,https://en.wiktionary.org/wiki/flaga#Old_Norse,https://en.wiktionary.org/wiki/flaga,https://en.wiktionary.org/wiki/flak
188,flaska,flaska,flaske,https://en.wiktionary.org/wiki/flaska#Old_Norse,https://en.wiktionary.org/wiki/flaska,https://en.wiktionary.org/wiki/flaske
189,fljóta,fljóta,flyte,https://en.wiktionary.org/wiki/flj%C3%B3ta#Old_Norse,https://en.wiktionary.org/wiki/flj%C3%B3ta,https://en.wiktionary.org/wiki/flyte
190,fljúga,fljúga,fly,https://en.wiktionary.org/wiki/flj%C3%BAga#Old_Norse,https://en.wiktionary.org/wiki/flj%C3%BAga,https://en.wiktionary.org/wiki/fly
191,fljúga,fljúga,flyge,https://en.wiktionary.org/wiki/flj%C3%BAga#Old_Norse,https://en.wiktionary.org/wiki/flj%C3%BAga,https://en.wiktionary.org/wiki/flyge
192,flokkr,flokkur,flokk,https://en.wiktionary.org/wiki/flokkr#Old_Norse,https://en.wiktionary.org/wiki/flokkur,https://en.wiktionary.org/wiki/flokk
193,floti,floti,flåte,https://en.wiktionary.org/wiki/floti#Old_Norse,https://en.wiktionary.org/wiki/floti,https://en.wiktionary.org/wiki/fl%C3%A5te
194,flytja,flytja,flytte,https://en.wiktionary.org/wiki/flytja#Old_Norse,https://en.wiktionary.org/wiki/flytja,https://en.wiktionary.org/wiki/flytte
195,flá,flá,flå,https://en.wiktionary.org/wiki/fl%C3%A1#Old_Norse,https://en.wiktionary.org/wiki/fl%C3%A1,https://en.wiktionary.org/wiki/fl%C3%A5
196,foli,foli,fole,https://en.wiktionary.org/wiki/foli#Old_Norse,https://en.wiktionary.org/wiki/foli,https://en.wiktionary.org/wiki/fole
197,fors,foss,foss,https://en.wiktionary.org/wiki/fors#Old_Norse,https://en.wiktionary.org/wiki/foss,https://en.wiktionary.org/wiki/foss
198,fram,fram,fram,https://en.wiktionary.org/wiki/fram#Old_Norse,https://en.wiktionary.org/wiki/fram,https://en.wiktionary.org/wiki/fram
199,freknóttr,freknóttur,fregnete,https://en.wiktionary.org/wiki/frekn%C3%B3ttr#Old_Norse,https://en.wiktionary.org/wiki/frekn%C3%B3ttur,https://en.wiktionary.org/wiki/fregnete
200,friða,friða,frede,https://en.wiktionary.org/wiki/fri%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/fri%C3%B0a,https://en.wiktionary.org/wiki/frede
201,friðr,friður,fred,https://en.wiktionary.org/wiki/fri%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/fri%C3%B0ur,https://en.wiktionary.org/wiki/fred
202,frjádagr,frjádagur,fredag,https://en.wiktionary.org/wiki/frj%C3%A1dagr#Old_Norse,https://en.wiktionary.org/wiki/frj%C3%A1dagur,https://en.wiktionary.org/wiki/fredag
203,frjósa,frjósa,fryse,https://en.wiktionary.org/wiki/frj%C3%B3sa#Old_Norse,https://en.wiktionary.org/wiki/frj%C3%B3sa,https://en.wiktionary.org/wiki/fryse
204,froskr,froskur,frosk,https://en.wiktionary.org/wiki/froskr#Old_Norse,https://en.wiktionary.org/wiki/froskur,https://en.wiktionary.org/wiki/frosk
205,frost,frost,frost,https://en.wiktionary.org/wiki/frost#Old_Norse,https://en.wiktionary.org/wiki/frost,https://en.wiktionary.org/wiki/frost
206,frá,frá,fra,https://en.wiktionary.org/wiki/fr%C3%A1#Old_Norse,https://en.wiktionary.org/wiki/fr%C3%A1,https://en.wiktionary.org/wiki/fra
207,frú,frú,frue,https://en.wiktionary.org/wiki/fr%C3%BA#Old_Norse,https://en.wiktionary.org/wiki/fr%C3%BA,https://en.wiktionary.org/wiki/frue
208,fogl,fugl,fugl,https://en.wiktionary.org/wiki/fogl#Old_Norse,https://en.wiktionary.org/wiki/fugl,https://en.wiktionary.org/wiki/fugl
209,fullr,fullur,full,https://en.wiktionary.org/wiki/fullr#Old_Norse,https://en.wiktionary.org/wiki/fullur,https://en.wiktionary.org/wiki/full
210,fundr,fundur,funn,https://en.wiktionary.org/wiki/fundr#Old_Norse,https://en.wiktionary.org/wiki/fundur,https://en.wiktionary.org/wiki/funn
211,fyl,fyl,føll,https://en.wiktionary.org/wiki/fyl#Old_Norse,https://en.wiktionary.org/wiki/fyl,https://en.wiktionary.org/wiki/f%C3%B8ll
212,fylla,fylla,fylle,https://en.wiktionary.org/wiki/fylla#Old_Norse,https://en.wiktionary.org/wiki/fylla,https://en.wiktionary.org/wiki/fylle
213,fyrir,fyrir,fordi,https://en.wiktionary.org/wiki/fyrir#Old_Norse,https://en.wiktionary.org/wiki/fyrir,https://en.wiktionary.org/wiki/fordi
214,fár,fár,få,https://en.wiktionary.org/wiki/f%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/f%C3%A1r,https://en.wiktionary.org/wiki/f%C3%A5
215,fœri,færi,føre,https://en.wiktionary.org/wiki/f%C5%93ri#Old_Norse,https://en.wiktionary.org/wiki/f%C3%A6ri,https://en.wiktionary.org/wiki/f%C3%B8re
216,fœða,fæða,fø,https://en.wiktionary.org/wiki/f%C5%93%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/f%C3%A6%C3%B0a,https://en.wiktionary.org/wiki/f%C3%B8
217,fœða,fæða,føde,https://en.wiktionary.org/wiki/f%C5%93%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/f%C3%A6%C3%B0a,https://en.wiktionary.org/wiki/f%C3%B8de
218,fé,fé,fe,https://en.wiktionary.org/wiki/f%C3%A9#Old_Norse,https://en.wiktionary.org/wiki/f%C3%A9,https://en.wiktionary.org/wiki/fe
219,fótr,fótur,fot,https://en.wiktionary.org/wiki/f%C3%B3tr#Old_Norse,https://en.wiktionary.org/wiki/f%C3%B3tur,https://en.wiktionary.org/wiki/fot
220,fóðr,fóður,fôr,https://en.wiktionary.org/wiki/f%C3%B3%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/f%C3%B3%C3%B0ur,https://en.wiktionary.org/wiki/f%C3%B4r
221,fúll,fúll,ful,https://en.wiktionary.org/wiki/f%C3%BAll#Old_Norse,https://en.wiktionary.org/wiki/f%C3%BAll,https://en.wiktionary.org/wiki/ful
222,fúss,fús,fus,https://en.wiktionary.org/wiki/f%C3%BAss#Old_Norse,https://en.wiktionary.org/wiki/f%C3%BAs,https://en.wiktionary.org/wiki/fus
223,gala,gala,gale,https://en.wiktionary.org/wiki/gala#Old_Norse,https://en.wiktionary.org/wiki/gala,https://en.wiktionary.org/wiki/gale
224,galinn,galinn,gal,https://en.wiktionary.org/wiki/galinn#Old_Norse,https://en.wiktionary.org/wiki/galinn,https://en.wiktionary.org/wiki/gal
225,galinn,galinn,gæren,https://en.wiktionary.org/wiki/galinn#Old_Norse,https://en.wiktionary.org/wiki/galinn,https://en.wiktionary.org/wiki/g%C3%A6ren
226,gamall,gamall,gammal,https://en.wiktionary.org/wiki/gamall#Old_Norse,https://en.wiktionary.org/wiki/gamall,https://en.wiktionary.org/wiki/gammal
227,gamall,gamall,gammel,https://en.wiktionary.org/wiki/gamall#Old_Norse,https://en.wiktionary.org/wiki/gamall,https://en.wiktionary.org/wiki/gammel
228,gangr,gangur,gang,https://en.wiktionary.org/wiki/gangr#Old_Norse,https://en.wiktionary.org/wiki/gangur,https://en.wiktionary.org/wiki/gang
229,garn,garn,garn,https://en.wiktionary.org/wiki/garn#Old_Norse,https://en.wiktionary.org/wiki/garn,https://en.wiktionary.org/wiki/garn
230,gata,gata,gate,https://en.wiktionary.org/wiki/gata#Old_Norse,https://en.wiktionary.org/wiki/gata,https://en.wiktionary.org/wiki/gate
231,gaula,gaula,gaule,https://en.wiktionary.org/wiki/gaula#Old_Norse,https://en.wiktionary.org/wiki/gaula,https://en.wiktionary.org/wiki/gaule
232,gaupa,gaupa,gaupe,https://en.wiktionary.org/wiki/gaupa#Old_Norse,https://en.wiktionary.org/wiki/gaupa,https://en.wiktionary.org/wiki/gaupe
233,gefa,gefa,gi,https://en.wiktionary.org/wiki/gefa#Old_Norse,https://en.wiktionary.org/wiki/gefa,https://en.wiktionary.org/wiki/gi
234,gegn,gegn,gjen-,https://en.wiktionary.org/wiki/gegn#Old_Norse,https://en.wiktionary.org/wiki/gegn,https://en.wiktionary.org/wiki/gjen-
235,geispa,geispa,gispe,https://en.wiktionary.org/wiki/geispa#Old_Norse,https://en.wiktionary.org/wiki/geispa,https://en.wiktionary.org/wiki/gispe
236,geit,geit,geit,https://en.wiktionary.org/wiki/geit#Old_Norse,https://en.wiktionary.org/wiki/geit,https://en.wiktionary.org/wiki/geit
237,gera,gera,gjøre,https://en.wiktionary.org/wiki/gera#Old_Norse,https://en.wiktionary.org/wiki/gera,https://en.wiktionary.org/wiki/gj%C3%B8re
238,gestr,gestur,gjest,https://en.wiktionary.org/wiki/gestr#Old_Norse,https://en.wiktionary.org/wiki/gestur,https://en.wiktionary.org/wiki/gjest
239,geyma,geyma,gjømme,https://en.wiktionary.org/wiki/geyma#Old_Norse,https://en.wiktionary.org/wiki/geyma,https://en.wiktionary.org/wiki/gj%C3%B8mme
240,gil,gil,gjel,https://en.wiktionary.org/wiki/gil#Old_Norse,https://en.wiktionary.org/wiki/gil,https://en.wiktionary.org/wiki/gjel
241,gjald,gjald,gjeld,https://en.wiktionary.org/wiki/gjald#Old_Norse,https://en.wiktionary.org/wiki/gjald,https://en.wiktionary.org/wiki/gjeld
242,gjalda,gjalda,gjelde,https://en.wiktionary.org/wiki/gjalda#Old_Norse,https://en.wiktionary.org/wiki/gjalda,https://en.wiktionary.org/wiki/gjelde
243,glaðr,glaður,glad,https://en.wiktionary.org/wiki/gla%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/gla%C3%B0ur,https://en.wiktionary.org/wiki/glad
244,gluggi,gluggi,glugg,https://en.wiktionary.org/wiki/gluggi#Old_Norse,https://en.wiktionary.org/wiki/gluggi,https://en.wiktionary.org/wiki/glugg
245,gluggi,gluggi,glugge,https://en.wiktionary.org/wiki/gluggi#Old_Norse,https://en.wiktionary.org/wiki/gluggi,https://en.wiktionary.org/wiki/glugge
246,gala,gola,gale,https://en.wiktionary.org/wiki/gala#Old_Norse,https://en.wiktionary.org/wiki/gola,https://en.wiktionary.org/wiki/gale
247,grautr,grautur,graut,https://en.wiktionary.org/wiki/grautr#Old_Norse,https://en.wiktionary.org/wiki/grautur,https://en.wiktionary.org/wiki/graut
248,grautr,grautur,grøt,https://en.wiktionary.org/wiki/grautr#Old_Norse,https://en.wiktionary.org/wiki/grautur,https://en.wiktionary.org/wiki/gr%C3%B8t
249,grunnr,grunnur,grunn,https://en.wiktionary.org/wiki/grunnr#Old_Norse,https://en.wiktionary.org/wiki/grunnur,https://en.wiktionary.org/wiki/grunn
250,grár,grár,grå,https://en.wiktionary.org/wiki/gr%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/gr%C3%A1r,https://en.wiktionary.org/wiki/gr%C3%A5
251,gráta,gráta,gråte,https://en.wiktionary.org/wiki/gr%C3%A1ta#Old_Norse,https://en.wiktionary.org/wiki/gr%C3%A1ta,https://en.wiktionary.org/wiki/gr%C3%A5te
252,grœnn,grænn,grønn,https://en.wiktionary.org/wiki/gr%C5%93nn#Old_Norse,https://en.wiktionary.org/wiki/gr%C3%A6nn,https://en.wiktionary.org/wiki/gr%C3%B8nn
253,grípa,grípa,gripe,https://en.wiktionary.org/wiki/gr%C3%ADpa#Old_Norse,https://en.wiktionary.org/wiki/gr%C3%ADpa,https://en.wiktionary.org/wiki/gripe
254,gríss,grís,gris,https://en.wiktionary.org/wiki/gr%C3%ADss#Old_Norse,https://en.wiktionary.org/wiki/gr%C3%ADs,https://en.wiktionary.org/wiki/gris
255,grǫn,grön,gran,https://en.wiktionary.org/wiki/gr%C7%ABn#Old_Norse,https://en.wiktionary.org/wiki/gr%C3%B6n,https://en.wiktionary.org/wiki/gran
256,grýta,grýta,gryte,https://en.wiktionary.org/wiki/gr%C3%BDta#Old_Norse,https://en.wiktionary.org/wiki/gr%C3%BDta,https://en.wiktionary.org/wiki/gryte
257,gull,gull,gull,https://en.wiktionary.org/wiki/gull#Old_Norse,https://en.wiktionary.org/wiki/gull,https://en.wiktionary.org/wiki/gull
258,gulr,gulur,gul,https://en.wiktionary.org/wiki/gulr#Old_Norse,https://en.wiktionary.org/wiki/gulur,https://en.wiktionary.org/wiki/gul
259,gás,gæs,gås,https://en.wiktionary.org/wiki/g%C3%A1s#Old_Norse,https://en.wiktionary.org/wiki/g%C3%A6s,https://en.wiktionary.org/wiki/g%C3%A5s
260,gæta,gæta,gjete,https://en.wiktionary.org/wiki/g%C3%A6ta#Old_Norse,https://en.wiktionary.org/wiki/g%C3%A6ta,https://en.wiktionary.org/wiki/gjete
261,haf,haf,hav,https://en.wiktionary.org/wiki/haf#Old_Norse,https://en.wiktionary.org/wiki/haf,https://en.wiktionary.org/wiki/hav
262,hafa,hafa,ha,https://en.wiktionary.org/wiki/hafa#Old_Norse,https://en.wiktionary.org/wiki/hafa,https://en.wiktionary.org/wiki/ha
263,hafri,hafri,havre,https://en.wiktionary.org/wiki/hafri#Old_Norse,https://en.wiktionary.org/wiki/hafri,https://en.wiktionary.org/wiki/havre
264,hagi,hagi,hage,https://en.wiktionary.org/wiki/hagi#Old_Norse,https://en.wiktionary.org/wiki/hagi,https://en.wiktionary.org/wiki/hage
265,hagl,hagl,hagl,https://en.wiktionary.org/wiki/hagl#Old_Norse,https://en.wiktionary.org/wiki/hagl,https://en.wiktionary.org/wiki/hagl
266,haka,haka,hake,https://en.wiktionary.org/wiki/haka#Old_Norse,https://en.wiktionary.org/wiki/haka,https://en.wiktionary.org/wiki/hake
267,halda,halda,holde,https://en.wiktionary.org/wiki/halda#Old_Norse,https://en.wiktionary.org/wiki/halda,https://en.wiktionary.org/wiki/holde
268,hali,hali,hale,https://en.wiktionary.org/wiki/hali#Old_Norse,https://en.wiktionary.org/wiki/hali,https://en.wiktionary.org/wiki/hale
269,hanga,hanga,henge,https://en.wiktionary.org/wiki/hanga#Old_Norse,https://en.wiktionary.org/wiki/hanga,https://en.wiktionary.org/wiki/henge
270,hani,hani,hane,https://en.wiktionary.org/wiki/hani#Old_Norse,https://en.wiktionary.org/wiki/hani,https://en.wiktionary.org/wiki/hane
271,hann,hann,ham,https://en.wiktionary.org/wiki/hann#Old_Norse,https://en.wiktionary.org/wiki/hann,https://en.wiktionary.org/wiki/ham
272,harðr,harður,hard,https://en.wiktionary.org/wiki/har%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/har%C3%B0ur,https://en.wiktionary.org/wiki/hard
273,hata,hata,hate,https://en.wiktionary.org/wiki/hata#Old_Norse,https://en.wiktionary.org/wiki/hata,https://en.wiktionary.org/wiki/hate
274,hǫttr,hattur,hatt,https://en.wiktionary.org/wiki/h%C7%ABttr#Old_Norse,https://en.wiktionary.org/wiki/hattur,https://en.wiktionary.org/wiki/hatt
275,haugr,haugur,haug,https://en.wiktionary.org/wiki/haugr#Old_Norse,https://en.wiktionary.org/wiki/haugur,https://en.wiktionary.org/wiki/haug
276,haukr,haukur,hauk,https://en.wiktionary.org/wiki/haukr#Old_Norse,https://en.wiktionary.org/wiki/haukur,https://en.wiktionary.org/wiki/hauk
277,haust,haust,høst,https://en.wiktionary.org/wiki/haust#Old_Norse,https://en.wiktionary.org/wiki/haust,https://en.wiktionary.org/wiki/h%C3%B8st
278,heill,heill,heil,https://en.wiktionary.org/wiki/heill#Old_Norse,https://en.wiktionary.org/wiki/heill,https://en.wiktionary.org/wiki/heil
279,heill,heill,hel,https://en.wiktionary.org/wiki/heill#Old_Norse,https://en.wiktionary.org/wiki/heill,https://en.wiktionary.org/wiki/hel
280,heill,heill,hell,https://en.wiktionary.org/wiki/heill#Old_Norse,https://en.wiktionary.org/wiki/heill,https://en.wiktionary.org/wiki/hell
281,heill,heill,helt,https://en.wiktionary.org/wiki/heill#Old_Norse,https://en.wiktionary.org/wiki/heill,https://en.wiktionary.org/wiki/helt
282,heim,heim,heim,https://en.wiktionary.org/wiki/heim#Old_Norse,https://en.wiktionary.org/wiki/heim,https://en.wiktionary.org/wiki/heim
283,heim,heim,hjem,https://en.wiktionary.org/wiki/heim#Old_Norse,https://en.wiktionary.org/wiki/heim,https://en.wiktionary.org/wiki/hjem
284,heimta,heimta,hente,https://en.wiktionary.org/wiki/heimta#Old_Norse,https://en.wiktionary.org/wiki/heimta,https://en.wiktionary.org/wiki/hente
285,heitr,heitur,het,https://en.wiktionary.org/wiki/heitr#Old_Norse,https://en.wiktionary.org/wiki/heitur,https://en.wiktionary.org/wiki/het
286,hel,hel,hjel,https://en.wiktionary.org/wiki/hel#Old_Norse,https://en.wiktionary.org/wiki/hel,https://en.wiktionary.org/wiki/hjel
287,helgr,helgi,helg,https://en.wiktionary.org/wiki/helgr#Old_Norse,https://en.wiktionary.org/wiki/helgi,https://en.wiktionary.org/wiki/helg
288,helzt,helst,helst,https://en.wiktionary.org/wiki/helzt#Old_Norse,https://en.wiktionary.org/wiki/helst,https://en.wiktionary.org/wiki/helst
289,helvíti,helvíti,helvete,https://en.wiktionary.org/wiki/helv%C3%ADti#Old_Norse,https://en.wiktionary.org/wiki/helv%C3%ADti,https://en.wiktionary.org/wiki/helvete
290,herr,her,hær,https://en.wiktionary.org/wiki/herr#Old_Norse,https://en.wiktionary.org/wiki/her,https://en.wiktionary.org/wiki/h%C3%A6r
291,herbergi,herbergi,herberge,https://en.wiktionary.org/wiki/herbergi#Old_Norse,https://en.wiktionary.org/wiki/herbergi,https://en.wiktionary.org/wiki/herberge
292,hestr,hestur,hest,https://en.wiktionary.org/wiki/hestr#Old_Norse,https://en.wiktionary.org/wiki/hestur,https://en.wiktionary.org/wiki/hest
293,hey,hey,høy,https://en.wiktionary.org/wiki/hey#Old_Norse,https://en.wiktionary.org/wiki/hey,https://en.wiktionary.org/wiki/h%C3%B8y
294,haukr,hika,hauk,https://en.wiktionary.org/wiki/haukr#Old_Norse,https://en.wiktionary.org/wiki/hika,https://en.wiktionary.org/wiki/hauk
295,hindra,hindra,hindre,https://en.wiktionary.org/wiki/hindra#Old_Norse,https://en.wiktionary.org/wiki/hindra,https://en.wiktionary.org/wiki/hindre
296,hiti,hiti,hete,https://en.wiktionary.org/wiki/hiti#Old_Norse,https://en.wiktionary.org/wiki/hiti,https://en.wiktionary.org/wiki/hete
297,hjarta,hjarta,hjerte,https://en.wiktionary.org/wiki/hjarta#Old_Norse,https://en.wiktionary.org/wiki/hjarta,https://en.wiktionary.org/wiki/hjerte
298,hjól,hjól,hjul,https://en.wiktionary.org/wiki/hj%C3%B3l#Old_Norse,https://en.wiktionary.org/wiki/hj%C3%B3l,https://en.wiktionary.org/wiki/hjul
299,hjǫrtr,hjörtur,hjort,https://en.wiktionary.org/wiki/hj%C7%ABrtr#Old_Norse,https://en.wiktionary.org/wiki/hj%C3%B6rtur,https://en.wiktionary.org/wiki/hjort
300,hlaupa,hlaupa,løpe,https://en.wiktionary.org/wiki/hlaupa#Old_Norse,https://en.wiktionary.org/wiki/hlaupa,https://en.wiktionary.org/wiki/l%C3%B8pe
301,hlaða,hlaða,lade,https://en.wiktionary.org/wiki/hla%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/hla%C3%B0a,https://en.wiktionary.org/wiki/lade
302,hleypa,hleypa,løype,https://en.wiktionary.org/wiki/hleypa#Old_Norse,https://en.wiktionary.org/wiki/hleypa,https://en.wiktionary.org/wiki/l%C3%B8ype
303,hljóð,hljóð,lyd,https://en.wiktionary.org/wiki/hlj%C3%B3%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/hlj%C3%B3%C3%B0,https://en.wiktionary.org/wiki/lyd
304,hlutr,hlutur,lodd,https://en.wiktionary.org/wiki/hlutr#Old_Norse,https://en.wiktionary.org/wiki/hlutur,https://en.wiktionary.org/wiki/lodd
305,hlé,hlé,le,https://en.wiktionary.org/wiki/hl%C3%A9#Old_Norse,https://en.wiktionary.org/wiki/hl%C3%A9,https://en.wiktionary.org/wiki/le
306,hlíð,hlíð,li,https://en.wiktionary.org/wiki/hl%C3%AD%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/hl%C3%AD%C3%B0,https://en.wiktionary.org/wiki/li
307,hnakki,hnakki,nakke,https://en.wiktionary.org/wiki/hnakki#Old_Norse,https://en.wiktionary.org/wiki/hnakki,https://en.wiktionary.org/wiki/nakke
308,hnefi,hnefi,neve,https://en.wiktionary.org/wiki/hnefi#Old_Norse,https://en.wiktionary.org/wiki/hnefi,https://en.wiktionary.org/wiki/neve
309,kné,hné,kne,https://en.wiktionary.org/wiki/kn%C3%A9#Old_Norse,https://en.wiktionary.org/wiki/hn%C3%A9,https://en.wiktionary.org/wiki/kne
310,knífr,hnífur,kniv,https://en.wiktionary.org/wiki/kn%C3%ADfr#Old_Norse,https://en.wiktionary.org/wiki/hn%C3%ADfur,https://en.wiktionary.org/wiki/kniv
311,holr,holur,hul,https://en.wiktionary.org/wiki/holr#Old_Norse,https://en.wiktionary.org/wiki/holur,https://en.wiktionary.org/wiki/hul
312,hopp,hopp,hopp,https://en.wiktionary.org/wiki/hopp#Old_Norse,https://en.wiktionary.org/wiki/hopp,https://en.wiktionary.org/wiki/hopp
313,hoppa,hoppa,hoppe,https://en.wiktionary.org/wiki/hoppa#Old_Norse,https://en.wiktionary.org/wiki/hoppa,https://en.wiktionary.org/wiki/hoppe
314,horn,horn,horn,https://en.wiktionary.org/wiki/horn#Old_Norse,https://en.wiktionary.org/wiki/horn,https://en.wiktionary.org/wiki/horn
315,hrafn,hrafn,ravn,https://en.wiktionary.org/wiki/hrafn#Old_Norse,https://en.wiktionary.org/wiki/hrafn,https://en.wiktionary.org/wiki/ravn
316,hreinn,hreinn,rein,https://en.wiktionary.org/wiki/hreinn#Old_Norse,https://en.wiktionary.org/wiki/hreinn,https://en.wiktionary.org/wiki/rein
317,hreinsa,hreinsa,rense,https://en.wiktionary.org/wiki/hreinsa#Old_Norse,https://en.wiktionary.org/wiki/hreinsa,https://en.wiktionary.org/wiki/rense
318,hreiðr,hreiður,rede,https://en.wiktionary.org/wiki/hrei%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/hrei%C3%B0ur,https://en.wiktionary.org/wiki/rede
319,hreiðr,hreiður,reir,https://en.wiktionary.org/wiki/hrei%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/hrei%C3%B0ur,https://en.wiktionary.org/wiki/reir
320,hringja,hringja,ringe,https://en.wiktionary.org/wiki/hringja#Old_Norse,https://en.wiktionary.org/wiki/hringja,https://en.wiktionary.org/wiki/ringe
321,hringr,hringur,ring,https://en.wiktionary.org/wiki/hringr#Old_Norse,https://en.wiktionary.org/wiki/hringur,https://en.wiktionary.org/wiki/ring
322,hryggr,hryggur,rygg,https://en.wiktionary.org/wiki/hryggr#Old_Norse,https://en.wiktionary.org/wiki/hryggur,https://en.wiktionary.org/wiki/rygg
