,Proto-Germanic Root,Dutch Word,English Word,Proto-Germanic URL,Dutch URL,English URL
289,*gans,gans,goose,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gans,https://en.wiktionary.org/wiki/gans,https://en.wiktionary.org/wiki/goose
290,*gatą,gat,yate,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gat%C4%85,https://en.wiktionary.org/wiki/gat,https://en.wiktionary.org/wiki/yate
291,*ganhuz,gauw,gay,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ganhuz,https://en.wiktionary.org/wiki/gauw,https://en.wiktionary.org/wiki/gay
292,*ganhuz,gauw,jay,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ganhuz,https://en.wiktionary.org/wiki/gauw,https://en.wiktionary.org/wiki/jay
293,*þanhtaz,gedachte,thought,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BEanhtaz,https://en.wiktionary.org/wiki/gedachte,https://en.wiktionary.org/wiki/thought
294,*gelwaz,geel,yellow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gelwaz,https://en.wiktionary.org/wiki/geel,https://en.wiktionary.org/wiki/yellow
295,*jainaz,geen,yonder,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/jainaz,https://en.wiktionary.org/wiki/geen,https://en.wiktionary.org/wiki/yonder
296,*gaizaz,geer,Gerlach,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gaizaz,https://en.wiktionary.org/wiki/geer,https://en.wiktionary.org/wiki/Gerlach
297,*gaizaz,geer,gar,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gaizaz,https://en.wiktionary.org/wiki/geer,https://en.wiktionary.org/wiki/gar
298,*gaizaz,geer,Gerald,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gaizaz,https://en.wiktionary.org/wiki/geer,https://en.wiktionary.org/wiki/Gerald
299,*gaizaz,geer,Gertrude,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gaizaz,https://en.wiktionary.org/wiki/geer,https://en.wiktionary.org/wiki/Gertrude
300,*gaizaz,geer,Gervase,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gaizaz,https://en.wiktionary.org/wiki/geer,https://en.wiktionary.org/wiki/Gervase
301,*gaistaz,geest,ghost,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gaistaz,https://en.wiktionary.org/wiki/geest,https://en.wiktionary.org/wiki/ghost
302,*geldą,geld,geld,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/geld%C4%85,https://en.wiktionary.org/wiki/geld,https://en.wiktionary.org/wiki/geld
303,*geldą,geld,gelt,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/geld%C4%85,https://en.wiktionary.org/wiki/geld,https://en.wiktionary.org/wiki/gelt
304,*galīkaz,gelijk,alike,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gal%C4%ABkaz,https://en.wiktionary.org/wiki/gelijk,https://en.wiktionary.org/wiki/alike
305,*galaubijaną,geloven,believe,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/galaubijan%C4%85,https://en.wiktionary.org/wiki/geloven,https://en.wiktionary.org/wiki/believe
306,*ganōgaz,genoeg,enough,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gan%C5%8Dgaz,https://en.wiktionary.org/wiki/genoeg,https://en.wiktionary.org/wiki/enough
307,*ganōgaz,genoeg,enow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gan%C5%8Dgaz,https://en.wiktionary.org/wiki/genoeg,https://en.wiktionary.org/wiki/enow
308,*ganautaz,genoot,geneat,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ganautaz,https://en.wiktionary.org/wiki/genoot,https://en.wiktionary.org/wiki/geneat
309,*garaidijaz,gereed,ready,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/garaidijaz,https://en.wiktionary.org/wiki/gereed,https://en.wiktionary.org/wiki/ready
310,*garwō,gerw,yarrow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/garw%C5%8D,https://en.wiktionary.org/wiki/gerw,https://en.wiktionary.org/wiki/yarrow
311,*gebaną,geven,give,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/geban%C4%85,https://en.wiktionary.org/wiki/geven,https://en.wiktionary.org/wiki/give
312,*gebaną,geven,yive,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/geban%C4%85,https://en.wiktionary.org/wiki/geven,https://en.wiktionary.org/wiki/yive
313,*gawissaz,gewis,iwis,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gawissaz,https://en.wiktionary.org/wiki/gewis,https://en.wiktionary.org/wiki/iwis
314,*gawissaz,gewis,wis,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gawissaz,https://en.wiktionary.org/wiki/gewis,https://en.wiktionary.org/wiki/wis
315,*swinþaz,gezwind,swith,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/swin%C3%BEaz,https://en.wiktionary.org/wiki/gezwind,https://en.wiktionary.org/wiki/swith
316,*swinþaz,gezwind,swithe,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/swin%C3%BEaz,https://en.wiktionary.org/wiki/gezwind,https://en.wiktionary.org/wiki/swithe
317,*gellaną,gillen,yell,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gellan%C4%85,https://en.wiktionary.org/wiki/gillen,https://en.wiktionary.org/wiki/yell
318,*jestuz,gist,yeast,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/jestuz,https://en.wiktionary.org/wiki/gist,https://en.wiktionary.org/wiki/yeast
319,*glasą,glas,glass,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/glas%C4%85,https://en.wiktionary.org/wiki/glas,https://en.wiktionary.org/wiki/glass
320,*glasą,glas,glaze,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/glas%C4%85,https://en.wiktionary.org/wiki/glas,https://en.wiktionary.org/wiki/glaze
321,Proto-Indo-European,glibberig,feisty,https://en.wiktionary.orghttps://en.wikipedia.org/wiki/Proto-Indo-European_language,https://en.wiktionary.org/wiki/glibberig,https://en.wiktionary.org/wiki/feisty
322,Proto-Indo-European,glibberig,Malmö,https://en.wiktionary.orghttps://en.wikipedia.org/wiki/Proto-Indo-European_language,https://en.wiktionary.org/wiki/glibberig,https://en.wiktionary.org/wiki/Malm%C3%B6
323,Proto-Indo-European,glibberig,yawl,https://en.wiktionary.orghttps://en.wikipedia.org/wiki/Proto-Indo-European_language,https://en.wiktionary.org/wiki/glibberig,https://en.wiktionary.org/wiki/yawl
324,*glōdiz,gloed,gleed,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gl%C5%8Ddiz,https://en.wiktionary.org/wiki/gloed,https://en.wiktionary.org/wiki/gleed
325,*glōaną,gloeien,glow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gl%C5%8Dan%C4%85,https://en.wiktionary.org/wiki/gloeien,https://en.wiktionary.org/wiki/glow
326,*gudą,god,god,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gud%C4%85,https://en.wiktionary.org/wiki/god,https://en.wiktionary.org/wiki/god
327,*gōdaz,goed,good,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/g%C5%8Ddaz,https://en.wiktionary.org/wiki/goed,https://en.wiktionary.org/wiki/good
328,*gōdaz,goei,good,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/g%C5%8Ddaz,https://en.wiktionary.org/wiki/goei,https://en.wiktionary.org/wiki/good
329,*gurą,goor,gore,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gur%C4%85,https://en.wiktionary.org/wiki/goor,https://en.wiktionary.org/wiki/gore
330,*gurdijaną,gorden,gird,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gurdijan%C4%85,https://en.wiktionary.org/wiki/gorden,https://en.wiktionary.org/wiki/gird
331,*gutô,gotisch,Goth,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gut%C3%B4,https://en.wiktionary.org/wiki/gotisch,https://en.wiktionary.org/wiki/Goth
332,*gulþą,goud,gold,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gul%C3%BE%C4%85,https://en.wiktionary.org/wiki/goud,https://en.wiktionary.org/wiki/gold
333,*gawją,gouw,yeoman,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gawj%C4%85,https://en.wiktionary.org/wiki/gouw,https://en.wiktionary.org/wiki/yeoman
334,*grabą,graf,grave,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/grab%C4%85,https://en.wiktionary.org/wiki/graf,https://en.wiktionary.org/wiki/grave
335,*grasą,gras,grass,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gras%C4%85,https://en.wiktionary.org/wiki/gras,https://en.wiktionary.org/wiki/grass
336,*grīpaną,griep,gripe,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gr%C4%ABpan%C4%85,https://en.wiktionary.org/wiki/griep,https://en.wiktionary.org/wiki/gripe
337,*grīpaną,griep,grippe,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gr%C4%ABpan%C4%85,https://en.wiktionary.org/wiki/griep,https://en.wiktionary.org/wiki/grippe
338,*grīpaną,grijpen,gripe,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gr%C4%ABpan%C4%85,https://en.wiktionary.org/wiki/grijpen,https://en.wiktionary.org/wiki/gripe
339,*grīpaną,grijpen,grippe,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gr%C4%ABpan%C4%85,https://en.wiktionary.org/wiki/grijpen,https://en.wiktionary.org/wiki/grippe
340,*grindaną,grinden,grind,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/grindan%C4%85,https://en.wiktionary.org/wiki/grinden,https://en.wiktionary.org/wiki/grind
341,*grōniz,groen,green,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gr%C5%8Dniz,https://en.wiktionary.org/wiki/groen,https://en.wiktionary.org/wiki/green
342,*grōtijaną,groeten,greet,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/gr%C5%8Dtijan%C4%85,https://en.wiktionary.org/wiki/groeten,https://en.wiktionary.org/wiki/greet
343,*grunduz,grond,groin,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/grunduz,https://en.wiktionary.org/wiki/grond,https://en.wiktionary.org/wiki/groin
344,*grunduz,grond,ground,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/grunduz,https://en.wiktionary.org/wiki/grond,https://en.wiktionary.org/wiki/ground
345,*grautaz,groot,engross,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/grautaz,https://en.wiktionary.org/wiki/groot,https://en.wiktionary.org/wiki/engross
346,*grautaz,groot,gross,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/grautaz,https://en.wiktionary.org/wiki/groot,https://en.wiktionary.org/wiki/gross
347,*haguþurnuz,haagdoorn,hawthorn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hagu%C3%BEurnuz,https://en.wiktionary.org/wiki/haagdoorn,https://en.wiktionary.org/wiki/hawthorn
348,*hasô,haas,hare,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/has%C3%B4,https://en.wiktionary.org/wiki/haas,https://en.wiktionary.org/wiki/hare
349,*haglaz,hagel,hail,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haglaz,https://en.wiktionary.org/wiki/hagel,https://en.wiktionary.org/wiki/hail
350,*halsaz,hals,Elsinore,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/halsaz,https://en.wiktionary.org/wiki/hals,https://en.wiktionary.org/wiki/Elsinore
351,*hamaraz,hamer,hammer,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hamaraz,https://en.wiktionary.org/wiki/hamer,https://en.wiktionary.org/wiki/hammer
352,*handuz,hand,hand,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/handuz,https://en.wiktionary.org/wiki/hand,https://en.wiktionary.org/wiki/hand
353,*handlōną,handelen,handle,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/handl%C5%8Dn%C4%85,https://en.wiktionary.org/wiki/handelen,https://en.wiktionary.org/wiki/handle
354,*handugaz,handig,handy,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/handugaz,https://en.wiktionary.org/wiki/handig,https://en.wiktionary.org/wiki/handy
355,*handuwerką,handwerk,handwork,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/handuwerk%C4%85,https://en.wiktionary.org/wiki/handwerk,https://en.wiktionary.org/wiki/handwork
356,*hanhaną,hangen,hang,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hanhan%C4%85,https://en.wiktionary.org/wiki/hangen,https://en.wiktionary.org/wiki/hang
357,*harduz,hard,-ard,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/harduz,https://en.wiktionary.org/wiki/hard,https://en.wiktionary.org/wiki/-ard
358,*harduz,hard,foolhardy,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/harduz,https://en.wiktionary.org/wiki/hard,https://en.wiktionary.org/wiki/foolhardy
359,*harduz,hard,hard,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/harduz,https://en.wiktionary.org/wiki/hard,https://en.wiktionary.org/wiki/hard
360,*harduz,hard,Hard,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/harduz,https://en.wiktionary.org/wiki/hard,https://en.wiktionary.org/wiki/Hard
361,*hēringaz,haring,herring,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/h%C4%93ringaz,https://en.wiktionary.org/wiki/haring,https://en.wiktionary.org/wiki/herring
362,*harpǭ,harp,harp,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/harp%C7%AD,https://en.wiktionary.org/wiki/harp,https://en.wiktionary.org/wiki/harp
363,*hertô,hart,heart,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hert%C3%B4,https://en.wiktionary.org/wiki/hart,https://en.wiktionary.org/wiki/heart
364,*habnō,haven,haven,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/habn%C5%8D,https://en.wiktionary.org/wiki/haven,https://en.wiktionary.org/wiki/haven
365,*habrô,haver,haver,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/habr%C3%B4,https://en.wiktionary.org/wiki/haver,https://en.wiktionary.org/wiki/haver
366,*habukaz,havik,hawk,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/habukaz,https://en.wiktionary.org/wiki/havik,https://en.wiktionary.org/wiki/hawk
367,*habjaną,hebben,have,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/habjan%C4%85,https://en.wiktionary.org/wiki/hebben,https://en.wiktionary.org/wiki/have
368,*hezdǭ,hede,hards,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hezd%C7%AD,https://en.wiktionary.org/wiki/hede,https://en.wiktionary.org/wiki/hards
369,*hailaz,heel,whole,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hailaz,https://en.wiktionary.org/wiki/heel,https://en.wiktionary.org/wiki/whole
370,*haimaz,heem,hamlet,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haimaz,https://en.wiktionary.org/wiki/heem,https://en.wiktionary.org/wiki/hamlet
371,*haimaz,heem,Hammond,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haimaz,https://en.wiktionary.org/wiki/heem,https://en.wiktionary.org/wiki/Hammond
372,*haimaz,heem,hjem,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haimaz,https://en.wiktionary.org/wiki/heem,https://en.wiktionary.org/wiki/hjem
373,*haimaz,heem,home,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haimaz,https://en.wiktionary.org/wiki/heem,https://en.wiktionary.org/wiki/home
374,*haimaz,heem,hyem,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haimaz,https://en.wiktionary.org/wiki/heem,https://en.wiktionary.org/wiki/hyem
375,*hairaz,heer,hoar,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hairaz,https://en.wiktionary.org/wiki/heer,https://en.wiktionary.org/wiki/hoar
376,*haitaz,heet,hot,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haitaz,https://en.wiktionary.org/wiki/heet,https://en.wiktionary.org/wiki/hot
377,*habjaną,heffen,have,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/habjan%C4%85,https://en.wiktionary.org/wiki/heffen,https://en.wiktionary.org/wiki/have
378,*haiduz,-heid,hade,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haiduz,https://en.wiktionary.org/wiki/-heid,https://en.wiktionary.org/wiki/hade
379,*haiduz,-heid,hede,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haiduz,https://en.wiktionary.org/wiki/-heid,https://en.wiktionary.org/wiki/hede
380,*haiduz,-heid,-hood,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haiduz,https://en.wiktionary.org/wiki/-heid,https://en.wiktionary.org/wiki/-hood
381,*haiþī,heide,heath,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hai%C3%BE%C4%AB,https://en.wiktionary.org/wiki/heide,https://en.wiktionary.org/wiki/heath
382,*hailagaz,heilig,holy,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hailagaz,https://en.wiktionary.org/wiki/heilig,https://en.wiktionary.org/wiki/holy
383,*haimalīkaz,heimelijk,homely,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haimal%C4%ABkaz,https://en.wiktionary.org/wiki/heimelijk,https://en.wiktionary.org/wiki/homely
384,*hailijaną,helen,heal,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hailijan%C4%85,https://en.wiktionary.org/wiki/helen,https://en.wiktionary.org/wiki/heal
385,*halþijaną,hellen,hield,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hal%C3%BEijan%C4%85,https://en.wiktionary.org/wiki/hellen,https://en.wiktionary.org/wiki/hield
386,*himmai,hem,him,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/himmai,https://en.wiktionary.org/wiki/hem,https://en.wiktionary.org/wiki/him
387,*hamiþiją,hemd,chemise,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hami%C3%BEij%C4%85,https://en.wiktionary.org/wiki/hemd,https://en.wiktionary.org/wiki/chemise
388,*Haimarīks,Hendrik,Henry,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/Haimar%C4%ABks,https://en.wiktionary.org/wiki/Hendrik,https://en.wiktionary.org/wiki/Henry
389,*hangistaz,hengst,henchman,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hangistaz,https://en.wiktionary.org/wiki/hengst,https://en.wiktionary.org/wiki/henchman
390,*Haimarīks,Henk,Henry,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/Haimar%C4%ABks,https://en.wiktionary.org/wiki/Henk,https://en.wiktionary.org/wiki/Henry
391,*harjaz,herberg,harbinger,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/harjaz,https://en.wiktionary.org/wiki/herberg,https://en.wiktionary.org/wiki/harbinger
392,*harjaz,herberg,Herbert,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/harjaz,https://en.wiktionary.org/wiki/herberg,https://en.wiktionary.org/wiki/Herbert
393,*harjaz,herberg,Lutheran,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/harjaz,https://en.wiktionary.org/wiki/herberg,https://en.wiktionary.org/wiki/Lutheran
394,*harbistaz,herfst,harvest,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/harbistaz,https://en.wiktionary.org/wiki/herfst,https://en.wiktionary.org/wiki/harvest
395,*herutaz,hert,hart,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/herutaz,https://en.wiktionary.org/wiki/hert,https://en.wiktionary.org/wiki/hart
396,*harjatugô,hertog,heretog,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/harjatug%C3%B4,https://en.wiktionary.org/wiki/hertog,https://en.wiktionary.org/wiki/heretog
397,*haitaną,heten,hight,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haitan%C4%85,https://en.wiktionary.org/wiki/heten,https://en.wiktionary.org/wiki/hight
398,*haitaną,heten,hote,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haitan%C4%85,https://en.wiktionary.org/wiki/heten,https://en.wiktionary.org/wiki/hote
399,*hugiz,heug,Hubert,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hugiz,https://en.wiktionary.org/wiki/heug,https://en.wiktionary.org/wiki/Hubert
400,*hugiz,heug,hug,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hugiz,https://en.wiktionary.org/wiki/heug,https://en.wiktionary.org/wiki/hug
401,*hugiz,heug,Hugh,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hugiz,https://en.wiktionary.org/wiki/heug,https://en.wiktionary.org/wiki/Hugh
402,*hugiz,heug,Hugo,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hugiz,https://en.wiktionary.org/wiki/heug,https://en.wiktionary.org/wiki/Hugo
403,*hanhilaz,hiel,heel,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hanhilaz,https://en.wiktionary.org/wiki/hiel,https://en.wiktionary.org/wiki/heel
404,*hē₂r,hier,here,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/h%C4%93%E2%82%82r,https://en.wiktionary.org/wiki/hier,https://en.wiktionary.org/wiki/here
405,*hiz,hij,he,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hiz,https://en.wiktionary.org/wiki/hij,https://en.wiktionary.org/wiki/he
406,*hulliz,hil,hill,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hulliz,https://en.wiktionary.org/wiki/hil,https://en.wiktionary.org/wiki/hill
407,*hōdaz,hoed,hood,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/h%C5%8Ddaz,https://en.wiktionary.org/wiki/hoed,https://en.wiktionary.org/wiki/hood
408,*hōdijaną,hoeden,heed,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/h%C5%8Ddijan%C4%85,https://en.wiktionary.org/wiki/hoeden,https://en.wiktionary.org/wiki/heed
409,*hōfaz,hoef,hoof,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/h%C5%8Dfaz,https://en.wiktionary.org/wiki/hoef,https://en.wiktionary.org/wiki/hoof
410,*hōkaz,hoek,hook,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/h%C5%8Dkaz,https://en.wiktionary.org/wiki/hoek,https://en.wiktionary.org/wiki/hook
411,*hōrǭ,hoer,whore,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/h%C5%8Dr%C7%AD,https://en.wiktionary.org/wiki/hoer,https://en.wiktionary.org/wiki/whore
412,*hwōstōną,hoesten,whoost,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hw%C5%8Dst%C5%8Dn%C4%85,https://en.wiktionary.org/wiki/hoesten,https://en.wiktionary.org/wiki/whoost
413,*hulmaz,holm,holm,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hulmaz,https://en.wiktionary.org/wiki/holm,https://en.wiktionary.org/wiki/holm
414,*hulmaz,holm,holme,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hulmaz,https://en.wiktionary.org/wiki/holm,https://en.wiktionary.org/wiki/holme
415,*hundaradą,honderd,hundred,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hundarad%C4%85,https://en.wiktionary.org/wiki/honderd,https://en.wiktionary.org/wiki/hundred
416,*hungruz,honger,hunger,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hungruz,https://en.wiktionary.org/wiki/honger,https://en.wiktionary.org/wiki/hunger
417,*hungragaz,hongerig,hungry,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hungragaz,https://en.wiktionary.org/wiki/hongerig,https://en.wiktionary.org/wiki/hungry
418,*hauhaz,hoog,high,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hauhaz,https://en.wiktionary.org/wiki/hoog,https://en.wiktionary.org/wiki/high
419,*hauhaz,hoog,highway,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hauhaz,https://en.wiktionary.org/wiki/hoog,https://en.wiktionary.org/wiki/highway
420,*hawją,hooi,hay,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hawj%C4%85,https://en.wiktionary.org/wiki/hooi,https://en.wiktionary.org/wiki/hay
421,*hauniz,hoon,hean,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hauniz,https://en.wiktionary.org/wiki/hoon,https://en.wiktionary.org/wiki/hean
422,*haupaz,hoop,heap,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/haupaz,https://en.wiktionary.org/wiki/hoop,https://en.wiktionary.org/wiki/heap
423,*hurną,hoorn,horn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hurn%C4%85,https://en.wiktionary.org/wiki/hoorn,https://en.wiktionary.org/wiki/horn
424,*husǭ,hoos,hose,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hus%C7%AD,https://en.wiktionary.org/wiki/hoos,https://en.wiktionary.org/wiki/hose
425,*hauzijaną,horen,hark,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hauzijan%C4%85,https://en.wiktionary.org/wiki/horen,https://en.wiktionary.org/wiki/hark
426,*hauzijaną,horen,hear,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hauzijan%C4%85,https://en.wiktionary.org/wiki/horen,https://en.wiktionary.org/wiki/hear
427,*hauzijaną,horen,hearken,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hauzijan%C4%85,https://en.wiktionary.org/wiki/horen,https://en.wiktionary.org/wiki/hearken
428,*hawwaną,houwen,hew,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hawwan%C4%85,https://en.wiktionary.org/wiki/houwen,https://en.wiktionary.org/wiki/hew
429,*hawwaną,houwen,hog,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/hawwan%C4%85,https://en.wiktionary.org/wiki/houwen,https://en.wiktionary.org/wiki/hog
430,*hūdijaną,huiden,hide,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/h%C5%ABdijan%C4%85,https://en.wiktionary.org/wiki/huiden,https://en.wiktionary.org/wiki/hide
431,*hūwilōną,huilen,howl,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/h%C5%ABwil%C5%8Dn%C4%85,https://en.wiktionary.org/wiki/huilen,https://en.wiktionary.org/wiki/howl
432,*hūsą,huis,hoose,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/h%C5%ABs%C4%85,https://en.wiktionary.org/wiki/huis,https://en.wiktionary.org/wiki/hoose
433,*hūsą,huis,house,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/h%C5%ABs%C4%85,https://en.wiktionary.org/wiki/huis,https://en.wiktionary.org/wiki/house
